#ZVView-data-copy: 19-Nov-2018 04:18:18																																																																																																																																																																						
																																																																																																																																																																																																																																																																																																																																												
#																																																																																																																																																																						
#MT102:LB5:Symmetric Matrix																																																																																																																																																																						
Z(165x165): Zi,j = Cor(σXi,σYj)*100																																																																																																																																																																						
	X (MeV)																																																																																																																																																																					
Y(MeV)	5.00E-11	1.00E-10	5.00E-10	1.00E-09	5.00E-09	1.00E-08	1.50E-08	2.00E-08	2.51E-08	2.55E-08	3.00E-08	4.00E-08	5.00E-08	6.00E-08	7.00E-08	8.00E-08	9.00E-08	1.00E-07	1.50E-07	2.00E-07	2.50E-07	3.00E-07	4.00E-07	5.00E-07	6.00E-07	7.00E-07	8.00E-07	9.00E-07	1.00E-06	1.50E-06	2.00E-06	2.50E-06	3.00E-06	3.50E-06	4.10E-06	4.70E-06	5.10E-06	6.00E-06	7.00E-06	8.00E-06	9.00E-06	1.00E-05	1.45E-05	2.10E-05	3.10E-05	4.50E-05	5.15E-05	5.85E-05	6.70E-05	7.65E-05	8.75E-05	0.0001	0.0001275	0.00016	0.00018	0.0002	0.000235	0.000265	0.000315	0.0004	0.000525	0.00072	0.001	0.0012	0.0014	0.002	0.0029	0.003	0.0036	0.004	0.0048	0.006	0.007	0.008	0.009	0.01225	0.0175	0.022	0.027	0.0375	0.05	0.06	0.07	0.08	0.09	0.0975	0.11	0.135	0.16	0.175	0.185	0.195	0.205	0.215	0.225	0.2325	0.2375	0.2425	0.2475	0.255	0.265	0.275	0.29	0.3125	0.3375	0.3625	0.3875	0.4125	0.4375	0.4625	0.4875	0.51	0.53	0.555	0.585	0.625	0.675	0.725	0.775	0.825	0.875	0.92	0.95	0.97	0.99	1.05	1.175	1.325	1.5	1.7	1.9	2.1	2.3	2.5	2.7	2.9	3.3	3.8	4.4	5	5.8	6.7	7.6	8.7	10	11	12	13	14	15	16	17	18	19	20	22	24	26	28	30	34	40	42	50	60	j
0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.522	8.245	8.668	8.632	8.509	13.75	11.54	15.58	15.37	17.9	17.74	18.12	18	17.94	18.62	18.46	21.04	21.26	19.14	9.611	16.49	16.48	17.49	17.26	14.62	17.71	12.43	17.8	16.08	17.66	14.08	18.24	20.57	21.92	23.93	22.14	23.77	27.08	38.85	49.15	61.98	100	56.75	38.11	33.66	20.29	17.6	15.39	18.51	13.51	10.16	11.06	3.438	7.194	19.49	15.76	17.45	12.17	14.53	10.82	12.49	10.56	7.998	8.737	8.601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.467	7.234	7.612	7.695	7.681	12.18	10.44	14.08	13.95	16.23	16.1	16.52	16.5	16.65	17.28	17.19	19.61	20.36	20.25	9.428	17	15.95	15.86	17.11	13.54	15.64	11.21	16.31	15.18	17.02	13.37	18.13	18.42	19.52	22.19	22	20.93	21.85	31.88	44.26	49.84	56.75	100	29.73	31.91	19.07	19.63	13.09	16.48	12.18	8.937	9.813	5.14	6.339	17.75	13.83	15.21	11.45	13.11	10.63	11.44	9.627	7.345	7.719	7.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113
0.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.526	5.348	5.619	5.568	5.463	8.819	7.381	10	9.845	11.49	11.42	11.73	11.71	11.7	12.17	12.12	13.83	14.83	13.44	6.607	11.62	11.56	11.84	12.15	10.22	11.87	8.863	11.45	10.46	12.46	10.04	12.69	13.76	14.41	15.51	15.73	15.6	15.4	19.23	22.31	27.86	38.11	29.73	100	44.68	28.61	21.82	11.54	13.55	11.47	7.224	8.828	1.527	5.073	15	12.18	13.45	8.579	10.83	7.548	9.096	7.691	6.037	6.132	6.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114
0.585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.739	6.524	6.862	6.846	6.764	10.86	9.238	12.53	12.28	14.34	14.26	14.77	14.77	14.77	15.41	15.4	17.72	18.13	17.27	8.505	14.81	14.6	14.63	15.18	12.75	14.62	10.77	14.65	13.26	15.49	12.67	16.31	17.74	18.78	20.98	21.36	21.72	19.44	22.7	22.51	27.86	33.66	31.91	44.68	100	52.87	36.36	24.99	20.04	13.99	10.52	13.03	3.401	7.117	21.82	16.67	19.23	12.38	14.62	10.94	12.44	10.45	8.186	8.062	8.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115
0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.843	5.657	5.95	5.89	5.783	9.313	7.892	10.75	10.53	12.28	12.19	12.57	12.55	12.58	13.13	13.2	15.19	15.36	14.83	7.175	12.67	12.37	12.41	12.84	10.78	12.42	9.201	12.46	11.36	13.29	11.21	14	15.11	15.94	17.7	17.85	18.71	16.48	19.18	18.78	18.79	20.29	19.07	28.61	52.87	100	46	41.87	28.87	11.84	9.434	10.65	3.229	6.359	18.28	14.41	16.75	10.9	12.78	9.398	10.87	8.992	7.318	6.965	7.203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116
0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21	6.011	6.335	6.399	6.407	10.22	8.83	11.94	11.75	13.71	13.67	14.16	14.1	14.14	14.71	14.84	17.49	17.23	17.41	8.298	14.45	13.86	13.79	14.32	12.05	13.82	10.28	13.96	12.87	15.14	13.67	16.05	16.79	17.46	19.53	19.28	20.55	17.41	20.48	19.87	19.66	17.6	19.63	21.82	36.36	46	100	43.9	34.12	20.01	13.07	6.647	2.581	7.715	18.68	16.26	17.28	11.87	14.01	10.34	12.09	9.928	7.982	7.936	8.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
0.725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.273	5.108	5.372	5.348	5.278	8.499	7.224	9.907	9.601	11.21	11.14	11.53	11.49	11.52	12.05	12.16	14.08	14.19	13.65	6.638	11.74	11.5	11.54	11.89	9.963	11.56	8.572	11.6	10.66	12.59	10.7	13.06	14.08	14.65	16.2	16.33	17.17	14.57	16.85	15.93	15.9	15.39	13.09	11.54	24.99	41.87	43.9	100	51.77	28.92	11.73	12.92	4.046	6.316	15.45	14.12	16.13	10.39	12.28	9.03	10.5	8.661	6.961	6.723	6.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118
0.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.509	5.339	5.619	5.628	5.581	8.979	7.777	10.62	10.14	11.97	11.89	12.25	12.22	12.27	12.83	12.9	14.96	15.29	14.76	7.094	12.67	12.4	12.41	12.72	10.62	12.43	9.073	12.65	11.41	13.39	11.2	13.88	15.36	16.11	18.32	19.05	19.36	16.53	19.44	17.86	18.23	18.51	16.48	13.55	20.04	28.87	34.12	51.77	100	33.31	12.76	24.51	5.59	7.412	24.82	13.78	18.17	12.03	14.4	10.71	12.47	10.4	8.696	7.784	8.309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
0.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	4.848	5.094	5.027	4.917	7.882	6.668	9.254	8.803	10.24	10.2	10.72	10.76	10.74	11.21	11.22	12.63	12.88	12.2	6.351	10.67	10.58	10.55	11.04	9.111	10.59	7.937	10.48	9.482	11.31	9.37	11.8	12.42	12.88	13.6	13.7	14.68	12.55	14.32	13.14	13.78	13.51	12.18	11.47	13.99	11.84	20.01	28.92	33.31	100	10.72	15.21	9.52	6.074	25.12	12.56	12.91	9.145	11.14	8.154	9.483	7.589	6.05	5.901	5.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.717	3.597	3.789	3.844	3.87	6.168	5.309	7.189	7.025	8.174	8.096	8.297	8.263	8.249	8.759	8.976	11.58	10.15	10.21	4.845	8.848	9.919	8.609	8.786	7.308	8.767	6.573	8.953	8.513	10.11	11.19	10.61	11.54	10.47	10.56	11.35	14.4	11	12.62	10.89	11.91	10.16	8.937	7.224	10.52	9.434	13.07	11.73	12.76	10.72	100	8.827	3.219	43.52	20.39	13.2	11.79	8.119	10.95	9.124	10.09	9.325	5.961	9.075	7.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121
0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.311	3.205	3.375	3.403	3.402	5.449	4.711	6.506	6.2	7.18	7.134	7.348	7.284	7.275	7.62	7.668	8.943	9.376	8.687	4.25	7.585	7.815	7.607	7.831	6.324	7.508	5.436	7.617	6.866	8.173	6.526	8.246	9.356	9.47	10.36	11.02	11.61	9.957	11.42	10.44	11	11.06	9.813	8.828	13.03	10.65	6.647	12.92	24.51	15.21	8.827	100	6.007	4.91	38.09	21.03	6.297	10.56	10.76	7.886	9.439	7.725	6.847	5.821	7.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122
0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.042	1.978	2.093	2.253	2.388	3.666	3.666	7.847	4.419	4.635	4.506	4.56	4.48	4.667	5.08	5.538	5.437	4.343	3.86	1.979	3.333	2.989	3.24	2.714	1.62	2.743	0.2707	5.488	4.493	2.332	2.113	3.05	3.564	3.271	5.845	4.89	3.987	3.995	4.014	5.236	5.009	3.438	5.14	1.527	3.401	3.229	2.581	4.046	5.59	9.52	3.219	6.007	100	1.937	11.4	7.447	3.395	6.673	4.417	6.538	4.228	2.9	2.196	2.029	2.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.505	2.426	2.555	2.586	2.597	4.148	3.549	4.809	4.7	5.463	5.411	5.542	5.515	5.517	5.825	5.916	7.322	6.715	6.812	3.321	6.186	7.611	6.048	6.139	4.953	5.942	4.385	6.066	5.613	6.601	6.614	7.022	8.35	7.387	7.461	7.681	9.623	7.413	8.427	7.641	8.537	7.194	6.339	5.073	7.117	6.359	7.715	6.316	7.412	6.074	43.52	4.91	1.937	100	11.69	9.168	12.26	6.962	8.172	7.369	7.915	7.633	4.555	7.835	5.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124
0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.062	5.867	6.179	6.236	6.239	10	8.588	11.93	11.45	13.13	13.05	13.46	13.42	13.45	14.07	14.11	16.26	16.79	16.32	7.855	13.94	14.08	13.7	14.02	11.61	13.53	9.976	13.63	12.38	14.55	11.94	15.05	16.77	17.32	19.27	20.4	21.51	18.31	21.78	19.86	20.42	19.49	17.75	15	21.82	18.28	18.68	15.45	24.82	25.12	20.39	38.09	11.4	11.69	100	44.87	27.56	15.54	18.6	13.89	16.07	13.08	11.23	10.05	10.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125
1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44	5.263	5.545	5.588	5.59	8.922	7.608	10.47	10.1	11.68	11.62	12.13	12.13	12.14	12.71	12.73	14.52	15.08	15.03	7.346	12.66	12.89	12.3	12.73	10.38	12.12	9.008	12.15	11.03	13.02	10.67	13.52	14.78	14.91	15.77	15.81	17.19	14.63	16.82	15.58	16.48	15.76	13.83	12.18	16.67	14.41	16.26	14.12	13.78	12.56	13.2	21.03	7.447	9.168	44.87	100	40.74	17.22	14.93	10.68	12.78	10.6	8.594	8.52	9.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
1.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.869	5.677	5.976	5.991	5.969	9.571	8.118	11.02	10.85	12.51	12.38	12.72	12.66	12.73	13.35	13.43	15.53	15.99	15.62	7.5	13.65	14.44	13.42	13.76	11.25	13.15	9.747	13.11	12.05	14.15	11.86	14.95	17.21	17.24	18.72	17.76	19.56	16.31	18.78	17.73	18.58	17.45	15.21	13.45	19.23	16.75	17.28	16.13	18.17	12.91	11.79	6.297	3.395	12.26	27.56	40.74	100	39.12	22.76	12.57	14.88	12.75	9.742	11.14	11.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127
1.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.112	3.977	4.191	4.249	4.277	6.841	5.847	8.051	7.849	8.944	8.837	9.047	8.966	9.102	9.667	9.968	11.42	11.19	10.67	5.133	9.4	9.927	9.239	9.212	7.312	8.918	5.918	10.08	9.101	9.531	8.194	10.29	12.02	11.75	13.33	12.56	13.77	11.65	13.55	13.1	13.61	12.17	11.45	8.579	12.38	10.9	11.87	10.39	12.03	9.145	8.119	10.56	6.673	6.962	15.54	17.22	39.12	100	34.57	15.28	12.01	9.903	8.282	8.751	9.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128
1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.713	4.558	4.808	4.882	4.92	7.885	6.729	9.185	8.957	10.29	10.19	10.42	10.32	10.42	10.99	11.18	13.01	13.21	12.51	6.051	11.28	12.61	11.17	11.33	9.168	10.92	7.885	11.35	10.39	11.86	9.75	12.29	14.42	13.55	14.23	14.16	16.41	13.21	15.14	14.6	15.71	14.53	13.11	10.83	14.62	12.78	14.01	12.28	14.4	11.14	10.95	10.76	4.417	8.172	18.6	14.93	22.76	34.57	100	37.46	25.04	16.19	13.92	13.08	14.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129
1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.517	3.401	3.588	3.669	3.72	5.945	5.115	7.046	6.723	7.781	7.705	7.874	7.791	7.924	8.423	8.712	9.868	9.71	9.202	4.489	8.324	9.453	8.244	8.172	6.387	7.856	5.11	9.066	8.099	8.218	6.876	8.806	10.47	9.778	11.11	10.99	12.76	10.18	11.35	11.4	12.29	10.82	10.63	7.548	10.94	9.398	10.34	9.03	10.71	8.154	9.124	7.886	6.538	7.369	13.89	10.68	12.57	15.28	37.46	100	38.21	19.84	11.92	10.8	10.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130
1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.836	3.711	3.915	4.008	4.07	6.509	5.641	7.663	7.404	8.585	8.506	8.7	8.599	8.682	9.14	9.313	10.73	10.87	10.32	5.048	9.393	10.8	9.316	9.426	7.567	9.034	6.437	9.508	8.641	9.719	8.012	10.15	12.08	11.23	11.91	11.96	13.97	11.18	12.73	12.5	13.59	12.49	11.44	9.096	12.44	10.87	12.09	10.5	12.47	9.483	10.09	9.439	4.228	7.915	16.07	12.78	14.88	12.01	25.04	38.21	100	46.5	23.41	16.73	17.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131
2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28	3.174	3.345	3.401	3.431	5.485	4.723	6.41	6.217	7.205	7.141	7.308	7.237	7.276	7.653	7.733	9.062	9.204	8.735	4.308	8.034	9.687	7.987	8.07	6.439	7.735	5.558	8.068	7.295	8.331	6.835	8.674	10.6	9.637	10.08	10.18	12.18	9.578	10.88	10.55	11.57	10.56	9.627	7.691	10.45	8.992	9.928	8.661	10.4	7.589	9.325	7.725	2.9	7.633	13.08	10.6	12.75	9.903	16.19	19.84	46.5	100	28.17	36.74	21.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132
2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.459	2.379	2.507	2.544	2.562	4.095	3.531	4.793	4.646	5.364	5.318	5.446	5.395	5.416	5.702	5.76	6.824	6.928	6.486	3.175	5.865	6.714	5.823	5.904	4.771	5.705	4.128	5.906	5.381	6.259	5.046	6.407	7.651	7.081	7.405	7.47	8.63	6.988	8.051	7.979	8.469	7.998	7.345	6.037	8.186	7.318	7.982	6.961	8.696	6.05	5.961	6.847	2.196	4.555	11.23	8.594	9.742	8.282	13.92	11.92	23.41	28.17	100	17.84	27.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133
2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75	2.661	2.802	2.839	2.855	4.562	3.908	5.298	5.156	5.977	5.918	6.053	6.009	6.026	6.323	6.356	7.473	7.53	7.289	3.644	6.868	8.794	6.827	6.867	5.416	6.539	4.71	6.783	6.087	7.004	5.783	7.363	9.415	8.255	8.425	8.375	10.23	8.037	9.126	8.882	10.12	8.737	7.719	6.132	8.062	6.965	7.936	6.723	7.784	5.901	9.075	5.821	2.029	7.835	10.05	8.52	11.14	8.751	13.08	10.8	16.73	36.74	17.84	100	39.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134
2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73	2.64	2.782	2.823	2.845	4.541	3.907	5.294	5.144	5.943	5.894	6.025	5.978	5.993	6.306	6.353	7.576	7.691	7.192	3.545	6.613	7.926	6.581	6.64	5.284	6.399	4.64	6.61	6.02	7.061	5.723	7.22	8.896	7.97	8.181	8.161	9.662	7.664	8.732	8.451	9.277	8.601	7.545	6.471	8.289	7.203	8.137	6.916	8.309	5.966	7.054	7.171	2.056	5.752	10.43	9.034	11.15	9.284	14.32	10.63	17.55	21.53	27.8	39.87	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135
2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	90.64	67.54	41.59	21.65	16.13	22.41	-0.6563	5.799	4.635	-0.6525	-1.72	2.034	4.24	0.5626	-1.353	-0.7023	1.241	3.285	4.904	3.786	0.7407	-0.6848	0.5146	0.5009	0.5007	0	0	0	0	136
3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.64	100	90.95	69.86	45.2	23.41	19.5	4.672	4.107	9.529	6.491	2.088	1.152	5.652	7.115	5.797	4.459	3.714	3.588	4.05	4.382	3.492	2.274	1.42	1.382	1.382	0	0	0	0	137
3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.54	90.95	100	92.36	71.97	36.96	14.38	11.41	1.005	11.89	13.93	7.961	1.243	5.664	12.9	13.47	10.63	6.948	4.015	2.422	3.838	5.745	5.32	2.371	2.308	2.307	0	0	0	0	138
4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.59	69.86	92.36	100	91.35	54.79	13.18	14.77	-1.111	9.339	15.86	11.76	2.585	4.144	13.27	15.74	13.19	8.623	4.389	1.347	2.562	5.746	6.113	2.643	2.573	2.572	0	0	0	0	139
