#ZVView-data-copy: 19-Nov-2018 04:18:18																																																																																																																																																																						
																																																																																																																																																																																																																																																																																																																																												
#																																																																																																																																																																						
#MT102:LB5:Symmetric Matrix																																																																																																																																																																						
Z(165x165): Zi,j = Cor(σXi,σYj)*100																																																																																																																																																																						
	X (MeV)																																																																																																																																																																					
Y(MeV)	5.00E-11	1.00E-10	5.00E-10	1.00E-09	5.00E-09	1.00E-08	1.50E-08	2.00E-08	2.51E-08	2.55E-08	3.00E-08	4.00E-08	5.00E-08	6.00E-08	7.00E-08	8.00E-08	9.00E-08	1.00E-07	1.50E-07	2.00E-07	2.50E-07	3.00E-07	4.00E-07	5.00E-07	6.00E-07	7.00E-07	8.00E-07	9.00E-07	1.00E-06	1.50E-06	2.00E-06	2.50E-06	3.00E-06	3.50E-06	4.10E-06	4.70E-06	5.10E-06	6.00E-06	7.00E-06	8.00E-06	9.00E-06	1.00E-05	1.45E-05	2.10E-05	3.10E-05	4.50E-05	5.15E-05	5.85E-05	6.70E-05	7.65E-05	8.75E-05	0.0001	0.0001275	0.00016	0.00018	0.0002	0.000235	0.000265	0.000315	0.0004	0.000525	0.00072	0.001	0.0012	0.0014	0.002	0.0029	0.003	0.0036	0.004	0.0048	0.006	0.007	0.008	0.009	0.01225	0.0175	0.022	0.027	0.0375	0.05	0.06	0.07	0.08	0.09	0.0975	0.11	0.135	0.16	0.175	0.185	0.195	0.205	0.215	0.225	0.2325	0.2375	0.2425	0.2475	0.255	0.265	0.275	0.29	0.3125	0.3375	0.3625	0.3875	0.4125	0.4375	0.4625	0.4875	0.51	0.53	0.555	0.585	0.625	0.675	0.725	0.775	0.825	0.875	0.92	0.95	0.97	0.99	1.05	1.175	1.325	1.5	1.7	1.9	2.1	2.3	2.5	2.7	2.9	3.3	3.8	4.4	5	5.8	6.7	7.6	8.7	10	11	12	13	14	15	16	17	18	19	20	22	24	26	28	30	34	40	42	50	60	j
2.00E-07	35.32	30.35	43.2	41.28	21.19	1.839	-7.156	-3.845	16.93	29.99	35.82	42.28	49.1	55.81	62.26	68.34	73.93	86.81	97.7	100	98.9	96.03	91.73	87.18	82.13	76.57	70.79	65.12	51.82	39.93	38.04	41.13	46.28	52.23	55.12	40.74	56.85	63.16	63.58	62.1	58.84	46.13	20.19	15.71	25.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
2.50E-07	34.97	31.64	40.92	39.8	27.78	12.61	4.474	5.66	16.55	21.18	23.82	30.15	37.21	44.31	51.25	57.9	64.15	79.2	93.81	98.9	100	98.9	96.05	92.2	87.37	81.74	75.67	69.59	54.9	41.15	38.1	40.49	45.25	51.04	54.12	40.43	55.93	62.46	63.14	61.83	58.67	45.97	19.9	15.54	24.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
3.00E-07	34.6	32.7	38.96	38.36	32.95	21.36	14.07	13.62	16.32	13.79	13.56	19.56	26.62	33.83	40.99	47.94	54.56	71.05	88.49	96.03	98.9	100	98.84	96.21	92.21	87.09	81.28	75.28	60.17	45.22	41	42.33	46.11	50.94	53.18	40.1	54.91	60.86	61.52	60.41	57.58	45.73	20.35	15.28	24.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
4.00E-07	34.55	33.51	38.04	37.58	35.82	26.34	19.68	18.45	16.39	9.444	7.191	12.69	19.46	26.47	33.49	40.37	46.98	63.83	82.62	91.73	96.05	98.84	100	98.97	96.44	92.52	87.65	82.32	68.08	52.91	47.69	47.65	49.86	52.84	52.95	40.14	54.41	58.8	59.09	58.17	55.87	45.75	21.86	15.09	24.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
5.00E-07	34.83	33.91	38.3	37.64	36.01	26.83	20.43	19.35	16.7	8.811	5.785	10.77	17.08	23.65	30.25	36.75	43.02	59.18	77.66	87.18	92.2	96.21	98.97	100	98.97	96.55	92.96	88.68	76.23	61.8	56	54.71	55.26	56.1	53.5	40.49	54.6	56.98	56.66	55.83	54.09	45.95	23.89	15.02	24.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
6.00E-07	35.09	33.89	38.99	37.97	34.59	24.76	18.46	18.02	17.01	10.13	7.043	11.5	17.23	23.21	29.22	35.15	40.88	55.71	72.91	82.13	87.37	92.21	96.44	98.97	100	99.01	96.86	93.8	83.64	70.57	64.51	62.13	61.07	59.74	54.25	40.76	54.93	55.14	54.09	53.28	52.06	45.97	25.93	14.96	25.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
7.00E-07	35.17	33.48	39.71	38.25	32.17	21.24	14.95	15.39	17.23	12.43	9.709	13.63	18.72	24.02	29.35	34.59	39.66	52.8	68.1	76.57	81.74	87.09	92.52	96.55	99.01	100	99.1	97.31	89.69	78.35	72.3	69.04	66.51	63.14	54.88	40.77	55.12	53.2	51.39	50.54	49.76	45.61	27.67	14.85	25.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
8.00E-07	35.02	32.76	40.28	38.39	29.22	17.01	10.72	12.13	17.32	15.11	13	16.4	20.83	25.43	30.04	34.56	38.93	50.2	63.32	70.79	75.67	81.28	87.65	92.96	96.86	99.1	100	99.22	94.13	84.7	78.87	74.95	71.19	66.04	55.29	40.48	55.1	51.25	48.69	47.74	47.33	44.88	29.01	14.68	25.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
9.00E-07	34.71	31.86	40.67	38.37	26.11	12.64	6.325	8.681	17.3	17.83	16.42	19.34	23.14	27.07	30.98	34.79	38.46	47.88	58.76	65.12	69.59	75.28	82.32	88.68	93.8	97.31	99.22	100	97.08	89.56	84.12	79.75	75.01	68.38	55.52	39.98	54.94	49.41	46.16	45.09	44.94	43.91	29.92	14.47	24.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
1.00E-06	33.83	29.48	41.53	38.29	18.37	1.669	-4.766	-0.1353	17.09	24.66	25.24	27.13	29.5	31.87	34.15	36.3	38.31	43.26	48.49	51.82	54.9	60.17	68.08	76.23	83.64	89.69	94.13	97.08	100	97.16	93.28	88.66	82.5	73.37	56.5	38.41	54.98	46.3	41.46	39.82	39.87	41.06	30.87	14.09	24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
1.50E-06	33.66	27.75	43.19	39.04	11.31	-8.939	-15.72	-8.9	17.05	31.81	34.55	35.61	36.76	37.76	38.59	39.24	39.72	40.42	39.99	39.93	41.15	45.22	52.91	61.8	70.57	78.35	84.7	89.56	97.16	100	98.65	95.24	89.25	79.38	60.15	37.22	57.56	47.18	40.75	38.01	37.39	38.51	30.34	14.3	24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2.00E-06	35.78	29.08	46.4	41.77	10.22	-12.31	-19.69	-11.98	17.89	35.64	39.31	40.31	41.26	41.99	42.49	42.77	42.85	42.26	39.71	38.04	38.1	41	47.69	56	64.51	72.3	78.87	84.12	93.28	98.65	100	98.63	94.48	86.15	67.36	38.67	63.91	54.43	47.18	43.3	41.37	39.71	29.61	15.64	25.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
2.50E-06	38.98	31.96	50.19	45.33	12.42	-11.51	-19.56	-11.71	19.13	37.32	41.13	42.45	43.73	44.77	45.54	46.06	46.34	46.05	43.38	41.13	40.49	42.33	47.65	54.71	62.13	69.04	74.95	79.75	88.66	95.24	98.63	100	98.43	92.85	76.19	41.44	71.68	64.66	57.18	52.29	48.85	43.19	28.99	17.42	27.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
3.00E-06	42.11	35.18	53.43	48.58	16.29	-8.112	-16.72	-9.304	20.28	37.11	40.53	42.34	44.21	45.86	47.22	48.31	49.11	50.04	48.44	46.28	45.25	46.11	49.86	55.26	61.07	66.51	71.19	75.01	82.5	89.25	94.48	98.43	100	97.83	84.7	44.38	78.54	75.19	68.07	62.49	57.67	47.68	28.32	19.07	29.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
3.50E-06	44.57	38.16	55.45	50.85	21.24	-2.521	-11.47	-5.054	21.04	34.82	37.36	39.77	42.43	44.88	47.06	48.94	50.51	53.36	53.76	52.23	51.04	50.94	52.84	56.1	59.74	63.14	66.04	68.38	73.37	79.38	86.15	92.85	97.83	100	92.64	47.18	82.47	84.65	78.77	73.02	67.11	52.81	27.44	20.24	31.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
4.10E-06	43.42	38.37	52.63	48.79	25.78	5.303	-3.174	1.282	20	28.19	29.2	32.12	35.51	38.77	41.8	44.55	46.99	52.15	55.39	55.12	54.12	53.18	52.95	53.5	54.25	54.88	55.29	55.52	56.5	60.15	67.36	76.19	84.7	92.64	100	54.76	69.75	83.24	81.21	77.22	71.82	55.77	25.84	19.37	30.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
4.70E-06	32.95	29.5	39.54	36.71	20.87	6.22	-0.02348	2.832	14.83	19.26	19.39	21.52	24.08	26.56	28.89	31.03	32.96	37.2	40.34	40.74	40.43	40.1	40.14	40.49	40.76	40.77	40.48	39.98	38.41	37.22	38.67	41.44	44.38	47.18	54.76	100	54.86	48.85	48.39	47.98	47.03	41.64	23.81	14.2	23.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
5.10E-06	44.34	39.4	53.48	49.67	27.27	6.872	-1.722	2.492	20.31	27.65	28.37	31.43	35.01	38.48	41.72	44.68	47.31	53	56.85	56.85	55.93	54.91	54.41	54.6	54.93	55.12	55.1	54.94	54.98	57.56	63.91	71.68	78.54	82.47	69.75	54.86	100	92.98	87.65	82.21	75.85	58.15	26.18	19.67	31.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
6.00E-06	45.93	41.82	54.21	50.83	32.56	13.7	5.001	7.876	20.72	23.88	23.37	27.04	31.46	35.82	39.97	43.85	47.39	55.41	61.98	63.16	62.46	60.86	58.8	56.98	55.14	53.2	51.25	49.41	46.3	47.18	54.43	64.66	75.19	84.65	83.24	48.85	92.98	100	98.52	94.89	89.05	68.91	28.38	19.32	32.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
7.00E-06	45.18	41.56	52.84	49.72	33.79	16.19	7.754	9.973	20.22	21.43	20.36	24.13	28.72	33.28	37.65	41.77	45.55	54.28	61.84	63.58	63.14	61.52	59.09	56.66	54.09	51.39	48.69	46.16	41.46	40.75	47.18	57.18	68.07	78.77	81.21	48.39	87.65	98.52	100	98.1	93.89	75.29	31.34	17.78	32.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
8.00E-06	44.1	40.66	51.48	48.46	33.31	16.34	8.153	10.21	19.7	20.45	19.24	22.9	27.39	31.85	36.15	40.19	43.92	52.57	60.19	62.1	61.83	60.41	58.17	55.83	53.28	50.54	47.74	45.09	39.82	38.01	43.3	52.29	62.49	73.02	77.22	47.98	82.21	94.89	98.1	100	96.31	80.53	34.89	16.05	32.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
9.00E-06	42.45	39	49.72	46.71	31.41	14.78	6.899	9.103	18.99	20.29	19.25	22.64	26.81	30.95	34.92	38.66	42.1	50.07	57.06	58.84	58.67	57.58	55.87	54.09	52.06	49.76	47.33	44.94	39.87	37.39	41.37	48.85	57.67	67.11	71.82	47.03	75.85	89.05	93.89	96.31	100	83.89	38.22	14.15	31.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
1.00E-05	36.04	32.37	43.1	40.08	23.38	7.633	0.8408	3.852	16.36	20.67	20.6	23.02	25.93	28.79	31.49	33.99	36.25	41.32	45.34	46.13	45.97	45.73	45.75	45.95	45.97	45.61	44.88	43.91	41.06	38.51	39.71	43.19	47.68	52.81	55.77	41.64	58.15	68.91	75.29	80.53	83.89	100	40.97	9.746	27.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
1.45E-05	19.39	16.48	24.3	22.13	8.488	-2.078	-5.883	-2.802	9.216	15.62	16.65	17.4	18.25	19	19.64	20.17	20.59	21.21	20.86	20.19	19.9	20.35	21.86	23.89	25.93	27.67	29.01	29.92	30.87	30.34	29.61	28.99	28.32	27.44	25.84	23.81	26.18	28.38	31.34	34.89	38.22	40.97	100	4.374	13.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
2.10E-05	12.32	11.09	14.7	13.69	8.101	2.763	0.4508	1.506	5.752	7.114	7.025	7.86	8.881	9.882	10.83	11.7	12.49	14.23	15.55	15.71	15.54	15.28	15.09	15.02	14.96	14.85	14.68	14.47	14.09	14.3	15.64	17.42	19.07	20.24	19.37	14.2	19.67	19.32	17.78	16.05	14.15	9.746	4.374	100	7.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
3.10E-05	20.19	18	24.31	22.55	12.5	3.338	-0.5284	1.301	9.059	12.16	12.39	13.71	15.26	16.77	18.18	19.46	20.61	23.12	24.9	25.03	24.78	24.54	24.56	24.83	25.08	25.18	25.12	24.92	24.3	24.1	25.48	27.63	29.78	31.52	30.83	23.54	31.52	32.99	32.81	32.38	31.47	27.04	13.79	7.213	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
4.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
5.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
5.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
6.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
7.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
