7.400000000000000000e+01,2.369810309008091222e-03,1.147830927245282150e-03
7.500000000000000000e+01,5.694604212004350519e-03,2.207072203351678405e-03
7.600000000000000000e+01,1.375667864986285065e-02,4.216745990766490593e-03
7.700000000000000000e+01,2.719622472278234240e-02,7.079161408299943815e-03
7.800000000000000000e+01,5.563819830090081103e-02,1.294969780975886720e-02
7.900000000000000000e+01,1.108666662206467118e-01,2.198807272313905992e-02
8.000000000000000000e+01,2.044717340143797912e-01,3.664765867695706641e-02
8.100000000000000000e+01,2.803754422192922258e-01,5.021216510809826256e-02
8.200000000000000000e+01,4.308004516237967096e-01,7.150099715115833254e-02
8.300000000000000000e+01,6.519372865360010261e-01,1.048022572962670901e-01
8.400000000000000000e+01,1.019650436651355463e+00,1.504133669208915225e-01
8.500000000000000000e+01,1.369800695202875174e+00,1.759925047130615761e-01
8.600000000000000000e+01,1.873959815477948876e+00,2.171445994965525150e-01
8.700000000000000000e+01,2.422500127672453374e+00,2.589960084840117749e-01
8.800000000000000000e+01,3.396620649500145195e+00,3.248598165072262844e-01
8.900000000000000000e+01,4.188686855113289198e+00,3.701794521375179614e-01
9.000000000000000000e+01,4.996662151813489494e+00,4.182344721451939917e-01
9.100000000000000000e+01,5.218243734352821406e+00,4.388667326494212761e-01
9.200000000000000000e+01,5.697113052667523547e+00,4.841728563053590562e-01
9.300000000000000000e+01,5.843905355583506989e+00,5.130244926842041364e-01
9.400000000000000000e+01,6.384495699366440569e+00,5.733493202955955992e-01
9.500000000000000000e+01,6.155259974363638698e+00,5.440850555136640399e-01
9.600000000000000000e+01,6.128025110323337188e+00,5.394026102188037575e-01
9.700000000000000000e+01,5.980753077127135775e+00,4.942724792742990148e-01
9.800000000000000000e+01,6.191075286229457575e+00,4.682688290257336905e-01
9.900000000000000000e+01,6.137303236481251645e+00,4.546691112766206855e-01
1.000000000000000000e+02,6.096713953336517555e+00,5.177062270594992022e-01
1.010000000000000000e+02,5.153003482267078716e+00,5.459826779682279696e-01
1.020000000000000000e+02,4.148580695968631993e+00,5.493631613337645048e-01
1.030000000000000000e+02,2.981799151976310291e+00,4.889274534105856884e-01
1.040000000000000000e+02,2.009325015364342271e+00,4.107030919804670610e-01
1.050000000000000000e+02,1.176532801911243542e+00,2.989091353843498222e-01
1.060000000000000000e+02,7.003327626163835529e-01,2.182512189827637006e-01
1.070000000000000000e+02,4.267022848322479800e-01,1.544954652615785906e-01
1.080000000000000000e+02,3.352711022310179700e-01,1.331495633809867685e-01
1.090000000000000000e+02,2.991849012167329680e-01,1.297123439068289252e-01
1.100000000000000000e+02,3.062914057715265814e-01,1.341501714087465769e-01
1.110000000000000000e+02,3.020387110239286521e-01,1.376500259064649956e-01
1.120000000000000000e+02,3.246172500554931339e-01,1.465947297111251379e-01
1.130000000000000000e+02,3.298675750163676534e-01,1.467851581126397020e-01
1.140000000000000000e+02,3.488626136316675397e-01,1.565139508871546681e-01
1.150000000000000000e+02,3.404330205520780805e-01,1.562733335395723178e-01
1.160000000000000000e+02,3.479028901232952831e-01,1.597504325654755808e-01
1.170000000000000000e+02,3.347805475343846870e-01,1.508438673290597998e-01
1.180000000000000000e+02,3.306509312586559668e-01,1.530144587039338200e-01
1.190000000000000000e+02,3.085653672391499569e-01,1.414901556302471108e-01
1.200000000000000000e+02,3.058119268177857397e-01,1.464947809488590935e-01
1.210000000000000000e+02,2.767943662349245382e-01,1.290495302680444989e-01
1.220000000000000000e+02,2.683137866838539720e-01,1.232352846588218587e-01
1.230000000000000000e+02,2.601860800673659324e-01,1.192281680905084573e-01
1.240000000000000000e+02,2.543748338564172928e-01,1.115844800634936546e-01
1.250000000000000000e+02,2.697513508823087269e-01,1.087385310688137874e-01
1.260000000000000000e+02,3.357017711723125908e-01,1.110209047756861994e-01
1.270000000000000000e+02,5.009771355916783353e-01,1.303052646057789032e-01
1.280000000000000000e+02,8.583659970073880263e-01,1.765540328733748721e-01
