A, Mass Sum Yield, Uncert Total
 135, 6.8285e+00, 2.9004e-01
 136, 6.6572e+00, 2.8748e-01
 137, 6.3710e+00, 3.7390e-01
 138, 6.7351e+00, 4.9489e-01
 139, 6.3685e+00, 5.7447e-01
 140, 5.9612e+00, 5.7720e-01
 141, 5.5695e+00, 4.9538e-01
 142, 6.0116e+00, 4.8482e-01
 143, 5.6310e+00, 4.2649e-01
 144, 5.2373e+00, 5.4416e-01
 145, 4.1239e+00, 3.8719e-01
 146, 3.0972e+00, 3.1010e-01
 147, 2.2833e+00, 2.4156e-01
 148, 1.8036e+00, 2.6029e-01
 149, 1.1715e+00, 2.1887e-01
 150, 7.0550e-01, 1.9630e-01
 151, 4.2110e-01, 1.6768e-01
 152, 2.6570e-01, 1.1796e-01
 153, 1.6330e-01, 8.2690e-02
 154, 8.1900e-02, 4.4660e-02
 155, 4.2900e-02, 2.7670e-02
 156, 1.9200e-02, 1.2080e-02
 157, 7.8000e-03, 5.9800e-03
 158, 3.2000e-03, 3.2000e-03
 159, 7.0000e-04, 7.0000e-04
 160, 1.0000e-04, 1.0000e-04
 161, 2.0000e-04, 2.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 0.0000e+00, 0.0000e+00
  0.08178 MeV.
  74, 5.0000e-04, 5.0000e-04
  75, 1.4000e-03, 1.4000e-03
  76, 3.8000e-03, 3.8000e-03
  77, 9.7000e-03, 9.2200e-03
  78, 2.3500e-02, 1.8280e-02
  79, 6.7900e-02, 3.8210e-02
  80, 1.2970e-01, 9.4840e-02
  81, 1.9720e-01, 1.5376e-01
  82, 3.3050e-01, 2.0350e-01
  83, 5.2300e-01, 2.3378e-01
  84, 9.0000e-01, 3.0314e-01
  85, 1.3470e+00, 3.3641e-01
  86, 1.9088e+00, 3.5014e-01
  87, 2.4665e+00, 3.7109e-01
  88, 3.7308e+00, 4.1222e-01
  89, 4.6999e+00, 4.6174e-01
  90, 5.6166e+00, 4.8555e-01
  91, 5.7162e+00, 5.7226e-01
  92, 6.1465e+00, 5.4679e-01
  93, 6.0978e+00, 5.5199e-01
  94, 6.9293e+00, 6.8007e-01
  95, 6.5904e+00, 6.1264e-01
  96, 6.3201e+00, 4.9282e-01
  97, 5.9905e+00, 3.4269e-01
  98, 6.4295e+00, 3.6257e-01
  99, 6.3091e+00, 4.3283e-01
 100, 6.4429e+00, 7.8585e-01
 101, 5.2296e+00, 9.2924e-01
 102, 4.0282e+00, 9.3184e-01
 103, 2.6823e+00, 8.1864e-01
 104, 1.6871e+00, 6.1024e-01
 105, 8.0730e-01, 3.3758e-01
 106, 3.5530e-01, 1.8512e-01
 107, 1.2270e-01, 7.8790e-02
 108, 4.5100e-02, 3.3430e-02
 109, 1.5500e-02, 1.3150e-02
 110, 1.6100e-02, 1.2950e-02
 111, 1.5400e-02, 1.1230e-02
 112, 1.6000e-02, 1.2510e-02
 113, 1.4200e-02, 1.1540e-02
 114, 1.5800e-02, 1.1020e-02
 115, 1.5500e-02, 1.2930e-02
 116, 1.9200e-02, 1.3970e-02
 117, 1.5500e-02, 1.1360e-02
 118, 1.6100e-02, 1.0580e-02
 119, 1.4900e-02, 9.1600e-03
 120, 1.7000e-02, 9.9300e-03
 121, 1.3500e-02, 1.0720e-02
 122, 1.1600e-02, 8.8800e-03
 123, 8.9000e-03, 7.0400e-03
 124, 1.2800e-02, 8.0400e-03
 125, 1.4900e-02, 1.2650e-02
 126, 4.5900e-02, 3.6630e-02
 127, 1.4420e-01, 8.6890e-02
 128, 4.0120e-01, 2.2802e-01
 129, 9.3030e-01, 4.1159e-01
 130, 1.8095e+00, 6.1693e-01
 131, 2.8132e+00, 8.5441e-01
 132, 4.2228e+00, 9.4160e-01
 133, 6.1669e+00, 8.8745e-01
 134, 7.8636e+00, 7.9246e-01
 135, 6.8442e+00, 3.6817e-01
 136, 6.6165e+00, 3.0997e-01
 137, 6.3294e+00, 3.7770e-01
 138, 6.6749e+00, 5.7698e-01
 139, 6.3305e+00, 6.0243e-01
 140, 5.9737e+00, 6.0919e-01
 141, 5.5984e+00, 4.7649e-01
 142, 6.0274e+00, 5.3734e-01
 143, 5.6234e+00, 5.1201e-01
 144, 5.2511e+00, 4.8883e-01
 145, 4.1078e+00, 3.9461e-01
 146, 3.0944e+00, 3.7997e-01
 147, 2.2949e+00, 3.4894e-01
 148, 1.7835e+00, 3.7498e-01
 149, 1.1637e+00, 3.0228e-01
 150, 7.1950e-01, 2.3975e-01
 151, 4.3400e-01, 1.9522e-01
 152, 2.8250e-01, 1.6910e-01
 153, 1.5410e-01, 1.1070e-01
 154, 8.7700e-02, 4.7020e-02
 155, 4.2100e-02, 2.3720e-02
 156, 1.7200e-02, 1.2610e-02
 157, 7.9000e-03, 7.5200e-03
 158, 3.0000e-03, 3.0000e-03
 159, 7.0000e-04, 7.0000e-04
 160, 2.0000e-04, 2.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.1344 MeV.
  73, 1.0000e-04, 1.0000e-04
  74, 8.0000e-04, 8.0000e-04
  75, 1.1000e-03, 1.1000e-03
  76, 4.1000e-03, 4.1000e-03
  77, 1.1300e-02, 1.0990e-02
  78, 2.8600e-02, 2.6160e-02
  79, 6.3500e-02, 5.9050e-02
  80, 1.4390e-01, 1.1187e-01
  81, 2.1110e-01, 1.4583e-01
  82, 3.3250e-01, 2.2982e-01
  83, 5.3300e-01, 2.8149e-01
  84, 9.1180e-01, 3.2105e-01
  85, 1.3363e+00, 3.4562e-01
  86, 1.9412e+00, 2.8259e-01
  87, 2.4545e+00, 2.6885e-01
  88, 3.6997e+00, 3.3979e-01
  89, 4.6880e+00, 4.2452e-01
  90, 5.5486e+00, 4.9942e-01
  91, 5.7324e+00, 5.4737e-01
  92, 6.0888e+00, 5.6683e-01
  93, 6.0477e+00, 5.8271e-01
  94, 6.8829e+00, 7.0913e-01
  95, 6.5964e+00, 6.2443e-01
  96, 6.3123e+00, 5.0638e-01
  97, 6.0577e+00, 3.1990e-01
  98, 6.4331e+00, 3.3952e-01
  99, 6.2577e+00, 4.7163e-01
 100, 6.4864e+00, 6.9837e-01
 101, 5.3027e+00, 7.5523e-01
 102, 4.0284e+00, 7.3396e-01
 103, 2.7120e+00, 5.7298e-01
 104, 1.7038e+00, 4.5289e-01
 105, 8.1680e-01, 2.4159e-01
 106, 3.5290e-01, 1.4263e-01
 107, 1.1510e-01, 6.0080e-02
 108, 4.2100e-02, 2.6520e-02
 109, 2.2000e-02, 1.2560e-02
 110, 1.5000e-02, 9.0400e-03
 111, 1.4200e-02, 7.8900e-03
 112, 1.4600e-02, 1.0070e-02
 113, 1.8100e-02, 1.1440e-02
 114, 1.8700e-02, 1.1210e-02
 115, 1.5400e-02, 1.2060e-02
 116, 1.7000e-02, 1.5240e-02
 117, 1.6000e-02, 9.9800e-03
 118, 1.7600e-02, 7.3300e-03
 119, 1.5200e-02, 1.0420e-02
 120, 1.6400e-02, 8.5400e-03
 121, 1.1900e-02, 9.1900e-03
 122, 1.4900e-02, 8.7100e-03
 123, 1.0300e-02, 8.1900e-03
 124, 1.1200e-02, 9.3800e-03
 125, 1.7600e-02, 1.3810e-02
 126, 4.8800e-02, 3.5130e-02
 127, 1.4280e-01, 7.4010e-02
 128, 4.1420e-01, 1.6021e-01
 129, 9.2300e-01, 2.9655e-01
 130, 1.8410e+00, 4.5647e-01
 131, 2.8621e+00, 6.2699e-01
 132, 4.2346e+00, 7.0625e-01
 133, 6.2749e+00, 8.2278e-01
 134, 7.8545e+00, 6.8611e-01
 135, 6.8126e+00, 4.1982e-01
 136, 6.6393e+00, 3.0902e-01
 137, 6.3417e+00, 4.4552e-01
 138, 6.6874e+00, 5.7657e-01
 139, 6.3380e+00, 6.1295e-01
 140, 5.9242e+00, 5.9473e-01
 141, 5.5419e+00, 5.2748e-01
 142, 6.0233e+00, 5.9726e-01
 143, 5.5645e+00, 4.6549e-01
 144, 5.1761e+00, 4.4026e-01
 145, 4.1028e+00, 3.2504e-01
 146, 3.0868e+00, 2.6305e-01
 147, 2.2889e+00, 2.7675e-01
 148, 1.8015e+00, 3.0285e-01
 149, 1.1434e+00, 2.9633e-01
 150, 7.2700e-01, 2.6856e-01
 151, 4.4100e-01, 2.2718e-01
 152, 2.8360e-01, 1.8264e-01
 153, 1.7160e-01, 1.1651e-01
 154, 8.6100e-02, 7.1690e-02
 155, 4.3600e-02, 3.7650e-02
 156, 2.0900e-02, 1.7780e-02
 157, 8.6000e-03, 7.6700e-03
 158, 3.2000e-03, 3.2000e-03
 159, 4.0000e-04, 4.0000e-04
 160, 2.0000e-04, 2.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 1.0000e-04, 1.0000e-04
 163, 0.0000e+00, 0.0000e+00
  0.2024 MeV.
  74, 6.0000e-04, 6.0000e-04
  75, 1.0000e-03, 1.0000e-03
  76, 5.0000e-03, 5.0000e-03
  77, 1.1900e-02, 1.1380e-02
  78, 2.5500e-02, 1.8180e-02
  79, 7.2400e-02, 4.2040e-02
  80, 1.5170e-01, 8.7090e-02
  81, 2.1230e-01, 1.1485e-01
  82, 3.5210e-01, 1.6542e-01
  83, 5.4510e-01, 1.9311e-01
  84, 9.3910e-01, 2.6927e-01
  85, 1.3807e+00, 2.6360e-01
  86, 1.9156e+00, 2.6302e-01
  87, 2.4609e+00, 2.5498e-01
  88, 3.6443e+00, 3.8646e-01
  89, 4.6476e+00, 4.8602e-01
  90, 5.5672e+00, 4.5566e-01
  91, 5.6530e+00, 4.9391e-01
  92, 6.0552e+00, 5.1789e-01
  93, 6.0613e+00, 6.6383e-01
  94, 6.8216e+00, 5.9359e-01
  95, 6.5574e+00, 5.9339e-01
  96, 6.3008e+00, 4.7031e-01
  97, 6.1062e+00, 3.7263e-01
  98, 6.4040e+00, 3.2099e-01
  99, 6.3280e+00, 3.5396e-01
 100, 6.4883e+00, 6.1900e-01
 101, 5.3353e+00, 7.6275e-01
 102, 4.0434e+00, 7.7005e-01
 103, 2.7406e+00, 6.5374e-01
 104, 1.6995e+00, 5.0572e-01
 105, 8.2910e-01, 3.0209e-01
 106, 3.4820e-01, 1.5019e-01
 107, 1.1940e-01, 6.3540e-02
 108, 4.5500e-02, 2.7220e-02
 109, 2.0600e-02, 9.4800e-03
 110, 1.9300e-02, 9.6200e-03
 111, 1.5800e-02, 8.4700e-03
 112, 1.5100e-02, 1.0040e-02
 113, 1.9700e-02, 7.7000e-03
 114, 1.9800e-02, 1.2600e-02
 115, 1.8500e-02, 1.7270e-02
 116, 1.9600e-02, 1.2330e-02
 117, 1.6500e-02, 1.2090e-02
 118, 1.8100e-02, 1.0210e-02
 119, 1.6800e-02, 1.2630e-02
 120, 1.6300e-02, 9.2300e-03
 121, 1.5700e-02, 7.7600e-03
 122, 1.2300e-02, 8.3100e-03
 123, 9.6000e-03, 5.7400e-03
 124, 1.2000e-02, 6.3700e-03
 125, 2.0000e-02, 9.3900e-03
 126, 4.6400e-02, 2.8620e-02
 127, 1.4850e-01, 8.0910e-02
 128, 4.1960e-01, 1.8070e-01
 129, 9.5410e-01, 3.4327e-01
 130, 1.8581e+00, 5.2226e-01
 131, 2.8735e+00, 6.7754e-01
 132, 4.2840e+00, 7.8908e-01
 133, 6.3345e+00, 7.6418e-01
 134, 7.8767e+00, 5.9426e-01
 135, 6.8561e+00, 2.7533e-01
 136, 6.6202e+00, 3.3125e-01
 137, 6.2860e+00, 4.3416e-01
 138, 6.7265e+00, 5.5260e-01
 139, 6.3022e+00, 5.6926e-01
 140, 5.8915e+00, 6.1043e-01
 141, 5.5281e+00, 5.2732e-01
 142, 5.9368e+00, 4.9117e-01
 143, 5.6006e+00, 4.6615e-01
 144, 5.1427e+00, 4.4734e-01
 145, 4.0144e+00, 4.1518e-01
 146, 3.0737e+00, 2.8795e-01
 147, 2.2621e+00, 2.4422e-01
 148, 1.7987e+00, 2.7286e-01
 149, 1.1798e+00, 2.4892e-01
 150, 7.4030e-01, 2.0248e-01
 151, 4.5760e-01, 1.5455e-01
 152, 2.8880e-01, 1.2330e-01
 153, 1.7250e-01, 8.0900e-02
 154, 8.9900e-02, 5.0940e-02
 155, 4.7000e-02, 2.7440e-02
 156, 1.9900e-02, 1.6760e-02
 157, 8.7000e-03, 8.7000e-03
 158, 3.5000e-03, 3.2800e-03
 159, 1.0000e-03, 1.0000e-03
 160, 3.0000e-04, 3.0000e-04
 161, 2.0000e-04, 2.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.308 MeV.
  72, 1.0000e-04, 1.0000e-04
  74, 7.0000e-04, 7.0000e-04
  75, 1.2000e-03, 1.2000e-03
  76, 4.6000e-03, 4.3700e-03
  77, 1.3100e-02, 8.6700e-03
  78, 3.2400e-02, 1.4250e-02
  79, 7.4000e-02, 4.2270e-02
  80, 1.5800e-01, 7.0670e-02
  81, 2.3180e-01, 1.1814e-01
  82, 3.6330e-01, 1.7430e-01
  83, 5.4930e-01, 2.2857e-01
  84, 9.3990e-01, 3.0397e-01
  85, 1.3790e+00, 3.0469e-01
  86, 1.9495e+00, 2.9720e-01
  87, 2.4647e+00, 3.2528e-01
  88, 3.6820e+00, 4.6138e-01
  89, 4.6147e+00, 4.6315e-01
  90, 5.5063e+00, 3.8883e-01
  91, 5.6190e+00, 3.9651e-01
  92, 5.9714e+00, 5.0726e-01
  93, 5.9686e+00, 5.4080e-01
  94, 6.8686e+00, 5.3919e-01
  95, 6.5447e+00, 4.9996e-01
  96, 6.2635e+00, 4.0191e-01
  97, 6.0346e+00, 3.0844e-01
  98, 6.4457e+00, 3.1042e-01
  99, 6.3376e+00, 3.5769e-01
 100, 6.5530e+00, 6.7639e-01
 101, 5.3392e+00, 8.2915e-01
 102, 4.0907e+00, 8.3690e-01
 103, 2.7518e+00, 7.5234e-01
 104, 1.7401e+00, 5.9850e-01
 105, 8.2350e-01, 3.6267e-01
 106, 3.5660e-01, 2.0651e-01
 107, 1.3400e-01, 9.4400e-02
 108, 4.9900e-02, 3.8410e-02
 109, 2.3300e-02, 1.3520e-02
 110, 1.8500e-02, 1.0450e-02
 111, 1.6600e-02, 9.6500e-03
 112, 1.7800e-02, 1.4040e-02
 113, 2.1400e-02, 1.2280e-02
 114, 2.2100e-02, 1.5850e-02
 115, 1.9000e-02, 1.4030e-02
 116, 2.2800e-02, 1.5450e-02
 117, 1.9900e-02, 1.5050e-02
 118, 2.0400e-02, 1.3660e-02
 119, 1.7800e-02, 1.0990e-02
 120, 1.8700e-02, 1.3800e-02
 121, 1.4800e-02, 9.5200e-03
 122, 1.4300e-02, 8.2700e-03
 123, 1.4800e-02, 8.5400e-03
 124, 1.3200e-02, 8.8300e-03
 125, 2.1200e-02, 1.4760e-02
 126, 5.5500e-02, 4.7490e-02
 127, 1.5260e-01, 1.1157e-01
 128, 4.2690e-01, 2.5439e-01
 129, 9.9050e-01, 4.1001e-01
 130, 1.8868e+00, 6.2155e-01
 131, 2.9230e+00, 7.9258e-01
 132, 4.3292e+00, 8.7963e-01
 133, 6.3442e+00, 8.2252e-01
 134, 7.9754e+00, 6.4962e-01
 135, 6.8695e+00, 3.1097e-01
 136, 6.6523e+00, 3.3381e-01
 137, 6.2624e+00, 3.4687e-01
 138, 6.6861e+00, 4.8024e-01
 139, 6.2680e+00, 5.2758e-01
 140, 5.8712e+00, 5.2757e-01
 141, 5.4742e+00, 4.7415e-01
 142, 5.8964e+00, 4.4602e-01
 143, 5.4821e+00, 3.5408e-01
 144, 5.1077e+00, 4.7656e-01
 145, 4.0045e+00, 4.5980e-01
 146, 3.0336e+00, 3.6032e-01
 147, 2.2888e+00, 2.8779e-01
 148, 1.8008e+00, 3.1420e-01
 149, 1.1675e+00, 2.5721e-01
 150, 7.4590e-01, 2.4385e-01
 151, 4.5750e-01, 1.7334e-01
 152, 3.0260e-01, 1.3393e-01
 153, 1.7810e-01, 8.0800e-02
 154, 1.0690e-01, 5.0600e-02
 155, 5.0300e-02, 2.1330e-02
 156, 2.2700e-02, 1.3390e-02
 157, 8.6000e-03, 4.4000e-03
 158, 2.5000e-03, 2.5000e-03
 159, 1.2000e-03, 1.2000e-03
 160, 6.0000e-04, 6.0000e-04
 161, 2.0000e-04, 2.0000e-04
 162, 0.0000e+00, 0.0000e+00
 164, 0.0000e+00, 0.0000e+00
  0.4595 MeV.
  73, 3.0000e-04, 3.0000e-04
  74, 4.0000e-04, 4.0000e-04
  75, 2.6000e-03, 2.4700e-03
  76, 6.7000e-03, 5.7400e-03
  77, 1.3500e-02, 9.7200e-03
  78, 3.3900e-02, 1.6320e-02
  79, 8.0800e-02, 3.7660e-02
  80, 1.6910e-01, 6.5410e-02
  81, 2.3480e-01, 9.7670e-02
  82, 3.9350e-01, 1.4658e-01
  83, 5.8470e-01, 1.8552e-01
  84, 9.8760e-01, 2.1748e-01
  85, 1.3778e+00, 2.4615e-01
  86, 1.9396e+00, 2.4204e-01
  87, 2.4105e+00, 2.7943e-01
  88, 3.5986e+00, 3.9338e-01
  89, 4.5168e+00, 4.1088e-01
  90, 5.4252e+00, 4.1101e-01
  91, 5.5662e+00, 3.5122e-01
  92, 5.9213e+00, 4.1495e-01
  93, 5.9554e+00, 5.0390e-01
  94, 6.8096e+00, 4.7609e-01
  95, 6.4663e+00, 4.2176e-01
  96, 6.2993e+00, 3.8094e-01
  97, 6.0590e+00, 2.4374e-01
  98, 6.4697e+00, 3.1864e-01
  99, 6.3497e+00, 4.3933e-01
 100, 6.6133e+00, 6.2911e-01
 101, 5.4139e+00, 7.4557e-01
 102, 4.1551e+00, 7.4346e-01
 103, 2.8075e+00, 6.2181e-01
 104, 1.7609e+00, 4.9169e-01
 105, 8.4820e-01, 2.8820e-01
 106, 3.8410e-01, 1.7490e-01
 107, 1.3290e-01, 7.1460e-02
 108, 5.4100e-02, 3.3280e-02
 109, 2.2000e-02, 1.0370e-02
 110, 2.0000e-02, 9.5200e-03
 111, 1.8500e-02, 9.9900e-03
 112, 2.0800e-02, 1.1530e-02
 113, 2.2400e-02, 1.2080e-02
 114, 2.3600e-02, 1.1310e-02
 115, 2.5500e-02, 1.2600e-02
 116, 2.7000e-02, 1.3870e-02
 117, 2.3200e-02, 1.2840e-02
 118, 2.2900e-02, 1.0790e-02
 119, 1.9700e-02, 9.0100e-03
 120, 1.9100e-02, 1.0850e-02
 121, 1.8100e-02, 9.1500e-03
 122, 1.6200e-02, 8.8600e-03
 123, 1.2700e-02, 8.2600e-03
 124, 1.1900e-02, 8.4400e-03
 125, 2.1400e-02, 1.4970e-02
 126, 5.8800e-02, 3.3390e-02
 127, 1.6340e-01, 9.7360e-02
 128, 4.5900e-01, 2.1786e-01
 129, 1.0460e+00, 3.4075e-01
 130, 1.9585e+00, 5.1454e-01
 131, 3.0171e+00, 6.4563e-01
 132, 4.4091e+00, 7.4856e-01
 133, 6.4812e+00, 7.9062e-01
 134, 7.9879e+00, 5.9818e-01
 135, 6.9098e+00, 3.5313e-01
 136, 6.6646e+00, 3.5159e-01
 137, 6.2992e+00, 3.4555e-01
 138, 6.6632e+00, 4.0499e-01
 139, 6.1979e+00, 4.3562e-01
 140, 5.8185e+00, 4.3981e-01
 141, 5.4035e+00, 4.2713e-01
 142, 5.8700e+00, 3.7380e-01
 143, 5.3927e+00, 4.0097e-01
 144, 5.0337e+00, 4.0500e-01
 145, 3.8976e+00, 3.7887e-01
 146, 2.9339e+00, 2.9745e-01
 147, 2.2192e+00, 2.6371e-01
 148, 1.8001e+00, 2.5806e-01
 149, 1.1764e+00, 2.0063e-01
 150, 7.5570e-01, 1.7575e-01
 151, 4.8330e-01, 1.3576e-01
 152, 3.2130e-01, 1.0368e-01
 153, 1.8930e-01, 7.4990e-02
 154, 1.0680e-01, 4.4760e-02
 155, 5.2900e-02, 2.3810e-02
 156, 2.2600e-02, 1.4840e-02
 157, 1.3300e-02, 9.0900e-03
 158, 3.9000e-03, 3.9000e-03
 159, 1.3000e-03, 1.3000e-03
 160, 3.0000e-04, 3.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
 163, 0.0000e+00, 0.0000e+00
  0.5948 MeV.
  73, 1.0000e-04, 1.0000e-04
  74, 1.0000e-03, 1.0000e-03
  75, 1.6000e-03, 1.6000e-03
  76, 6.7000e-03, 6.7000e-03
  77, 1.5900e-02, 1.3140e-02
  78, 3.6000e-02, 2.1380e-02
  79, 9.2700e-02, 4.0530e-02
  80, 1.8060e-01, 9.3340e-02
  81, 2.4930e-01, 1.2297e-01
  82, 4.1920e-01, 1.8963e-01
  83, 6.1790e-01, 2.3740e-01
  84, 1.0265e+00, 2.9890e-01
  85, 1.3968e+00, 2.8490e-01
  86, 1.9230e+00, 2.8081e-01
  87, 2.4324e+00, 2.7884e-01
  88, 3.5815e+00, 3.8980e-01
  89, 4.4582e+00, 5.3041e-01
  90, 5.3860e+00, 4.6354e-01
  91, 5.4884e+00, 4.3895e-01
  92, 5.8818e+00, 5.5456e-01
  93, 5.9168e+00, 5.9174e-01
  94, 6.7678e+00, 5.9067e-01
  95, 6.4434e+00, 5.2906e-01
  96, 6.2519e+00, 4.4428e-01
  97, 6.0303e+00, 3.3540e-01
  98, 6.4499e+00, 3.0283e-01
  99, 6.4053e+00, 5.1397e-01
 100, 6.6084e+00, 8.1370e-01
 101, 5.4443e+00, 9.2440e-01
 102, 4.1750e+00, 8.8509e-01
 103, 2.8723e+00, 7.4184e-01
 104, 1.8087e+00, 5.7608e-01
 105, 8.7000e-01, 3.1376e-01
 106, 3.9080e-01, 1.6865e-01
 107, 1.3730e-01, 6.3890e-02
 108, 5.4000e-02, 2.9460e-02
 109, 3.0000e-02, 1.2590e-02
 110, 2.3900e-02, 1.5590e-02
 111, 1.8300e-02, 1.1530e-02
 112, 2.2200e-02, 1.6570e-02
 113, 2.3900e-02, 1.3420e-02
 114, 2.6200e-02, 1.4320e-02
 115, 2.7100e-02, 1.2060e-02
 116, 3.0000e-02, 1.5560e-02
 117, 2.5500e-02, 1.4310e-02
 118, 2.4800e-02, 1.3910e-02
 119, 2.3900e-02, 1.3830e-02
 120, 2.0300e-02, 1.2370e-02
 121, 1.9300e-02, 1.3400e-02
 122, 1.9800e-02, 1.1600e-02
 123, 1.7400e-02, 9.1700e-03
 124, 1.8900e-02, 1.1430e-02
 125, 2.8000e-02, 1.5370e-02
 126, 6.5900e-02, 3.4930e-02
 127, 1.7240e-01, 9.0850e-02
 128, 4.8150e-01, 2.0281e-01
 129, 1.0729e+00, 4.1431e-01
 130, 2.0226e+00, 6.2246e-01
 131, 3.1095e+00, 7.9979e-01
 132, 4.5008e+00, 8.6247e-01
 133, 6.5357e+00, 9.6082e-01
 134, 7.9882e+00, 7.5540e-01
 135, 6.8728e+00, 3.5300e-01
 136, 6.6464e+00, 3.3732e-01
 137, 6.2855e+00, 3.7275e-01
 138, 6.6248e+00, 5.1626e-01
 139, 6.1554e+00, 5.1386e-01
 140, 5.7623e+00, 6.0413e-01
 141, 5.4024e+00, 5.1395e-01
 142, 5.8110e+00, 4.7849e-01
 143, 5.3368e+00, 4.1942e-01
 144, 4.9399e+00, 4.9294e-01
 145, 3.8218e+00, 4.2142e-01
 146, 2.9180e+00, 3.5297e-01
 147, 2.2277e+00, 2.5768e-01
 148, 1.7808e+00, 2.6115e-01
 149, 1.1987e+00, 2.4211e-01
 150, 7.8540e-01, 2.4809e-01
 151, 5.0280e-01, 1.6620e-01
 152, 3.3330e-01, 1.3898e-01
 153, 2.0410e-01, 9.3410e-02
 154, 1.2120e-01, 5.5440e-02
 155, 5.2500e-02, 2.6230e-02
 156, 2.8900e-02, 1.6990e-02
 157, 1.1200e-02, 7.0500e-03
 158, 3.6000e-03, 3.6000e-03
 159, 1.5000e-03, 1.5000e-03
 160, 3.0000e-04, 3.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.691 MeV.
  72, 1.0000e-04, 1.0000e-04
  73, 1.0000e-04, 1.0000e-04
  74, 8.0000e-04, 8.0000e-04
  75, 3.2000e-03, 3.2000e-03
  76, 6.9000e-03, 6.9000e-03
  77, 1.7000e-02, 1.2250e-02
  78, 3.6600e-02, 2.0620e-02
  79, 9.6100e-02, 4.7920e-02
  80, 1.9560e-01, 8.4810e-02
  81, 2.6600e-01, 1.0629e-01
  82, 4.2860e-01, 1.4620e-01
  83, 6.2480e-01, 2.0804e-01
  84, 1.0254e+00, 2.7091e-01
  85, 1.4078e+00, 3.0968e-01
  86, 1.9244e+00, 2.8366e-01
  87, 2.3994e+00, 3.0624e-01
  88, 3.5392e+00, 4.4944e-01
  89, 4.4021e+00, 5.1273e-01
  90, 5.3299e+00, 4.3410e-01
  91, 5.4450e+00, 3.8715e-01
  92, 5.8501e+00, 4.7999e-01
  93, 5.8698e+00, 4.5659e-01
  94, 6.7408e+00, 5.4389e-01
  95, 6.4282e+00, 5.1309e-01
  96, 6.2475e+00, 3.2536e-01
  97, 6.0637e+00, 2.1603e-01
  98, 6.4962e+00, 3.4125e-01
  99, 6.4398e+00, 3.4053e-01
 100, 6.6581e+00, 6.2185e-01
 101, 5.4956e+00, 7.4159e-01
 102, 4.2227e+00, 7.5915e-01
 103, 2.8486e+00, 6.8616e-01
 104, 1.8185e+00, 5.3190e-01
 105, 8.7760e-01, 3.0510e-01
 106, 3.9300e-01, 1.8911e-01
 107, 1.4120e-01, 7.0740e-02
 108, 5.6300e-02, 3.3080e-02
 109, 2.9700e-02, 1.5340e-02
 110, 2.6800e-02, 1.4490e-02
 111, 2.5200e-02, 1.3770e-02
 112, 2.9200e-02, 1.5260e-02
 113, 2.6600e-02, 1.4130e-02
 114, 3.2300e-02, 1.3850e-02
 115, 2.8600e-02, 1.7470e-02
 116, 3.3200e-02, 1.7300e-02
 117, 2.8500e-02, 1.5920e-02
 118, 2.8500e-02, 1.5450e-02
 119, 2.8300e-02, 1.5480e-02
 120, 2.4200e-02, 1.5180e-02
 121, 2.2400e-02, 1.1870e-02
 122, 2.0300e-02, 1.1070e-02
 123, 1.8600e-02, 1.0660e-02
 124, 1.8700e-02, 1.3310e-02
 125, 2.9200e-02, 1.9240e-02
 126, 6.7900e-02, 4.3670e-02
 127, 1.8220e-01, 1.0720e-01
 128, 4.9180e-01, 2.3506e-01
 129, 1.1084e+00, 3.8153e-01
 130, 2.0340e+00, 5.4193e-01
 131, 3.1126e+00, 7.2051e-01
 132, 4.5802e+00, 7.9562e-01
 133, 6.5740e+00, 7.5095e-01
 134, 8.0806e+00, 5.1837e-01
 135, 6.9230e+00, 3.4904e-01
 136, 6.6487e+00, 2.1975e-01
 137, 6.3166e+00, 2.9790e-01
 138, 6.6226e+00, 4.8265e-01
 139, 6.1348e+00, 4.9311e-01
 140, 5.7445e+00, 4.6467e-01
 141, 5.3343e+00, 4.5056e-01
 142, 5.7747e+00, 3.9203e-01
 143, 5.2533e+00, 4.0502e-01
 144, 4.8916e+00, 4.7998e-01
 145, 3.7855e+00, 4.5452e-01
 146, 2.8840e+00, 3.1165e-01
 147, 2.1775e+00, 2.8857e-01
 148, 1.7691e+00, 3.1516e-01
 149, 1.1679e+00, 2.5812e-01
 150, 7.9460e-01, 2.2086e-01
 151, 5.0190e-01, 1.6931e-01
 152, 3.4880e-01, 1.2829e-01
 153, 2.1920e-01, 8.4890e-02
 154, 1.2300e-01, 5.5210e-02
 155, 5.6700e-02, 2.7920e-02
 156, 2.8700e-02, 1.2410e-02
 157, 1.2400e-02, 8.6900e-03
 158, 5.0000e-03, 5.0000e-03
 159, 1.8000e-03, 1.8000e-03
 160, 7.0000e-04, 7.0000e-04
 161, 3.0000e-04, 3.0000e-04
 162, 1.0000e-04, 1.0000e-04
 164, 0.0000e+00, 0.0000e+00
