A, Mass Sum Yield, Uncert Total

  2.07e-007 MeV.
  98, 5.8254e+00, 5.8078e-01
  99, 5.8465e+00, 3.9839e-01
 100, 6.5892e+00, 5.0155e-01
 101, 6.4384e+00, 9.1927e-01
 102, 6.3074e+00, 1.3716e+00
 103, 4.8663e+00, 1.3955e+00
 104, 3.7265e+00, 1.3500e+00
 105, 2.3959e+00, 1.0236e+00
 106, 1.3760e+00, 6.7658e-01
 107, 5.5080e-01, 3.4769e-01
 108, 2.1610e-01, 1.5744e-01
 109, 6.6100e-02, 4.9970e-02
 110, 2.1900e-02, 1.8730e-02
 111, 4.1000e-03, 4.1000e-03
 112, 4.6000e-03, 4.2200e-03
 113, 4.2000e-03, 4.2000e-03
 114, 4.8000e-03, 4.2200e-03
 115, 4.6000e-03, 3.4900e-03
 116, 5.2000e-03, 4.6900e-03
 117, 5.1000e-03, 5.1000e-03
 118, 6.1000e-03, 4.1500e-03
 119, 4.1000e-03, 3.4600e-03
 120, 3.8000e-03, 3.7200e-03
 121, 3.2000e-03, 3.2000e-03
 122, 3.9000e-03, 3.9000e-03
 123, 3.8000e-03, 3.3900e-03
 124, 2.8000e-03, 2.8000e-03
 125, 2.8000e-03, 2.8000e-03
 126, 5.4000e-03, 4.6600e-03
 127, 1.9100e-02, 1.9070e-02
 128, 7.4100e-02, 7.1750e-02
 129, 2.2300e-01, 1.7897e-01
 130, 6.7410e-01, 4.3545e-01
 131, 1.4608e+00, 7.1889e-01
 132, 2.9413e+00, 1.1337e+00
 133, 4.1258e+00, 1.4445e+00
 134, 6.1964e+00, 1.6270e+00
 135, 6.6713e+00, 1.2428e+00
 136, 7.0884e+00, 7.1538e-01
 137, 6.1225e+00, 4.3001e-01
 138, 5.7599e+00, 4.3368e-01
 139, 5.7453e+00, 5.9269e-01
 140, 6.5152e+00, 8.4741e-01
 141, 5.7683e+00, 7.7464e-01
 142, 5.8372e+00, 8.4041e-01
 143, 5.4937e+00, 7.2969e-01
 144, 5.8458e+00, 7.9264e-01
 145, 5.4534e+00, 7.1319e-01
 146, 5.3557e+00, 7.2926e-01
 147, 3.9645e+00, 6.2308e-01
 148, 3.1211e+00, 5.4434e-01
 149, 2.2386e+00, 4.9108e-01
 150, 1.5672e+00, 3.9959e-01
 151, 8.5270e-01, 3.1074e-01
 152, 4.5070e-01, 2.2768e-01
 153, 2.0940e-01, 1.3415e-01
 154, 1.0220e-01, 1.0220e-01
 155, 4.9300e-02, 4.8380e-02
 156, 2.3900e-02, 2.3900e-02
 157, 7.1000e-03, 7.1000e-03
 158, 2.5000e-03, 2.5000e-03
 159, 1.3000e-03, 1.3000e-03
 160, 3.0000e-04, 3.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.1344 MeV.
  76, 1.0000e-04, 1.0000e-04
  77, 3.0000e-04, 3.0000e-04
  78, 1.1000e-03, 1.1000e-03
  79, 4.0000e-03, 4.0000e-03
  80, 1.4000e-02, 9.1100e-03
  81, 4.0600e-02, 2.1820e-02
  82, 8.7300e-02, 4.7720e-02
  83, 1.3850e-01, 6.4970e-02
  84, 2.6830e-01, 1.0926e-01
  85, 4.9440e-01, 1.5497e-01
  86, 9.9860e-01, 2.5166e-01
  87, 1.5431e+00, 3.0019e-01
  88, 2.4456e+00, 4.0011e-01
  89, 3.3546e+00, 5.2667e-01
  90, 4.8209e+00, 7.0825e-01
  91, 5.3739e+00, 7.3870e-01
  92, 6.0402e+00, 9.1700e-01
  93, 5.6020e+00, 9.0613e-01
  94, 5.9914e+00, 9.7002e-01
  95, 6.1114e+00, 9.4932e-01
  96, 6.4805e+00, 1.0072e+00
  97, 5.7878e+00, 8.5133e-01
  98, 5.8296e+00, 7.4391e-01
  99, 5.8342e+00, 4.9431e-01
 100, 6.6198e+00, 6.6161e-01
 101, 6.4843e+00, 1.1110e+00
 102, 6.3193e+00, 1.5993e+00
 103, 4.8847e+00, 1.6950e+00
 104, 3.7231e+00, 1.5135e+00
 105, 2.4169e+00, 1.1283e+00
 106, 1.3845e+00, 7.7289e-01
 107, 5.6810e-01, 3.9342e-01
 108, 2.1820e-01, 1.6350e-01
 109, 6.3900e-02, 6.0070e-02
 110, 2.1400e-02, 2.1400e-02
 111, 7.3000e-03, 7.3000e-03
 112, 4.7000e-03, 4.7000e-03
 113, 4.5000e-03, 4.5000e-03
 114, 3.5000e-03, 3.5000e-03
 115, 4.4000e-03, 4.4000e-03
 116, 5.9000e-03, 5.9000e-03
 117, 5.4000e-03, 5.4000e-03
 118, 4.2000e-03, 4.2000e-03
 119, 4.9000e-03, 3.9200e-03
 120, 4.4000e-03, 4.4000e-03
 121, 4.8000e-03, 4.8000e-03
 122, 4.0000e-03, 4.0000e-03
 123, 2.5000e-03, 2.5000e-03
 124, 2.9000e-03, 2.9000e-03
 125, 3.4000e-03, 3.4000e-03
 126, 5.6000e-03, 5.6000e-03
 127, 1.6900e-02, 1.6900e-02
 128, 7.6100e-02, 7.3820e-02
 129, 2.2660e-01, 1.8663e-01
 130, 6.8210e-01, 4.5822e-01
 131, 1.4932e+00, 8.3523e-01
 132, 2.9298e+00, 1.4018e+00
 133, 4.1617e+00, 1.5876e+00
 134, 6.1996e+00, 1.8051e+00
 135, 6.7011e+00, 1.4068e+00
 136, 7.1252e+00, 9.9744e-01
 137, 6.1612e+00, 5.0728e-01
 138, 5.7952e+00, 5.3463e-01
 139, 5.7598e+00, 7.5279e-01
 140, 6.5109e+00, 1.0116e+00
 141, 5.7764e+00, 8.8499e-01
 142, 5.8568e+00, 9.1233e-01
 143, 5.4999e+00, 9.2429e-01
 144, 5.7901e+00, 9.5088e-01
 145, 5.4495e+00, 8.0452e-01
 146, 5.3193e+00, 7.5211e-01
 147, 3.9309e+00, 5.4530e-01
 148, 3.0582e+00, 4.8475e-01
 149, 2.2139e+00, 3.7712e-01
 150, 1.5598e+00, 3.1893e-01
 151, 8.3280e-01, 2.2168e-01
 152, 4.3850e-01, 1.4886e-01
 153, 1.9420e-01, 8.4750e-02
 154, 1.1280e-01, 4.4130e-02
 155, 5.2100e-02, 2.9430e-02
 156, 2.4600e-02, 1.4970e-02
 157, 6.9000e-03, 6.0400e-03
 158, 3.3000e-03, 3.1200e-03
 159, 1.2000e-03, 1.2000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 2.0000e-04, 2.0000e-04
 163, 0.0000e+00, 0.0000e+00
  0.2024 MeV.
  77, 1.0000e-04, 1.0000e-04
  78, 2.0000e-03, 2.0000e-03
  79, 4.6000e-03, 4.2200e-03
  80, 1.4100e-02, 1.4100e-02
  81, 3.8600e-02, 3.6930e-02
  82, 8.3700e-02, 7.1080e-02
  83, 1.4790e-01, 1.0891e-01
  84, 2.8220e-01, 1.7303e-01
  85, 4.9930e-01, 2.5118e-01
  86, 1.0061e+00, 3.5941e-01
  87, 1.5428e+00, 4.1463e-01
  88, 2.4095e+00, 5.3997e-01
  89, 3.3441e+00, 5.9858e-01
  90, 4.8362e+00, 7.0324e-01
  91, 5.3530e+00, 6.5374e-01
  92, 6.0385e+00, 7.8627e-01
  93, 5.5382e+00, 7.2869e-01
  94, 6.0510e+00, 8.0681e-01
  95, 6.0592e+00, 7.8244e-01
  96, 6.4734e+00, 8.1699e-01
  97, 5.7501e+00, 6.4782e-01
  98, 5.8793e+00, 4.4721e-01
  99, 5.8859e+00, 3.3124e-01
 100, 6.6318e+00, 6.9987e-01
 101, 6.4944e+00, 1.0472e+00
 102, 6.3216e+00, 1.3900e+00
 103, 4.9181e+00, 1.2549e+00
 104, 3.7403e+00, 1.1164e+00
 105, 2.3875e+00, 7.7929e-01
 106, 1.3534e+00, 5.2614e-01
 107, 5.6930e-01, 2.5879e-01
 108, 2.2490e-01, 1.3778e-01
 109, 6.7200e-02, 4.5900e-02
 110, 1.9900e-02, 1.2290e-02
 111, 6.7000e-03, 6.7000e-03
 112, 4.1000e-03, 4.1000e-03
 113, 3.7000e-03, 3.7000e-03
 114, 5.1000e-03, 4.7800e-03
 115, 3.5000e-03, 3.5000e-03
 116, 5.1000e-03, 4.8900e-03
 117, 5.4000e-03, 4.9700e-03
 118, 4.8000e-03, 4.8000e-03
 119, 4.3000e-03, 4.3000e-03
 120, 4.0000e-03, 4.0000e-03
 121, 4.6000e-03, 3.8400e-03
 122, 3.9000e-03, 3.9000e-03
 123, 2.6000e-03, 2.6000e-03
 124, 3.4000e-03, 3.0700e-03
 125, 2.8000e-03, 2.8000e-03
 126, 5.6000e-03, 5.6000e-03
 127, 1.9400e-02, 1.5220e-02
 128, 6.9800e-02, 5.3300e-02
 129, 2.3280e-01, 1.4610e-01
 130, 6.7840e-01, 3.1926e-01
 131, 1.4909e+00, 5.7185e-01
 132, 2.9216e+00, 9.0413e-01
 133, 4.1679e+00, 1.2088e+00
 134, 6.2629e+00, 1.4821e+00
 135, 6.7009e+00, 1.2224e+00
 136, 7.1229e+00, 9.8274e-01
 137, 6.1683e+00, 4.9974e-01
 138, 5.8126e+00, 3.0157e-01
 139, 5.8166e+00, 5.7833e-01
 140, 6.5173e+00, 7.7398e-01
 141, 5.7211e+00, 7.0161e-01
 142, 5.8195e+00, 7.4202e-01
 143, 5.4814e+00, 7.5175e-01
 144, 5.8458e+00, 7.9371e-01
 145, 5.4233e+00, 6.9502e-01
 146, 5.2864e+00, 6.8360e-01
 147, 3.9294e+00, 5.6795e-01
 148, 3.0487e+00, 5.7632e-01
 149, 2.1730e+00, 4.9322e-01
 150, 1.5614e+00, 4.3027e-01
 151, 8.3640e-01, 3.3273e-01
 152, 4.4650e-01, 2.3529e-01
 153, 2.1150e-01, 1.2904e-01
 154, 1.0860e-01, 7.5410e-02
 155, 5.0500e-02, 4.8950e-02
 156, 2.3300e-02, 2.3300e-02
 157, 8.8000e-03, 8.7600e-03
 158, 2.8000e-03, 2.8000e-03
 159, 1.1000e-03, 1.1000e-03
 160, 3.0000e-04, 3.0000e-04
 161, 1.0000e-04, 1.0000e-04
  0.308 MeV.
  76, 1.0000e-04, 1.0000e-04
  77, 3.0000e-04, 3.0000e-04
  78, 7.0000e-04, 7.0000e-04
  79, 4.3000e-03, 4.3000e-03
  80, 1.6000e-02, 1.6000e-02
  81, 3.9300e-02, 3.9300e-02
  82, 9.6900e-02, 9.6900e-02
  83, 1.4710e-01, 1.4710e-01
  84, 2.7680e-01, 2.7032e-01
  85, 4.9910e-01, 3.9113e-01
  86, 1.0119e+00, 4.2356e-01
  87, 1.5197e+00, 3.8714e-01
  88, 2.4169e+00, 4.5318e-01
  89, 3.3236e+00, 5.3627e-01
  90, 4.7726e+00, 6.9845e-01
  91, 5.2738e+00, 7.2287e-01
  92, 5.9586e+00, 7.3781e-01
  93, 5.5743e+00, 7.5735e-01
  94, 5.9867e+00, 8.9635e-01
  95, 6.0083e+00, 8.9707e-01
  96, 6.4843e+00, 8.3841e-01
  97, 5.7446e+00, 6.5096e-01
  98, 5.8846e+00, 4.9745e-01
  99, 5.9214e+00, 3.6201e-01
 100, 6.6644e+00, 6.7715e-01
 101, 6.5415e+00, 1.0902e+00
 102, 6.3744e+00, 1.4191e+00
 103, 4.9924e+00, 1.4341e+00
 104, 3.7635e+00, 1.2547e+00
 105, 2.3981e+00, 8.8975e-01
 106, 1.3870e+00, 5.9554e-01
 107, 5.7460e-01, 2.9498e-01
 108, 2.1810e-01, 1.2415e-01
 109, 7.0300e-02, 4.3330e-02
 110, 2.1300e-02, 1.6250e-02
 111, 7.2000e-03, 5.4700e-03
 112, 3.8000e-03, 3.8000e-03
 113, 4.4000e-03, 4.2900e-03
 114, 4.8000e-03, 4.8000e-03
 115, 4.1000e-03, 3.7000e-03
 116, 5.7000e-03, 5.7000e-03
 117, 4.6000e-03, 4.6000e-03
 118, 5.2000e-03, 5.2000e-03
 119, 4.2000e-03, 4.2000e-03
 120, 3.7000e-03, 3.7000e-03
 121, 4.5000e-03, 4.0000e-03
 122, 3.4000e-03, 3.4000e-03
 123, 3.6000e-03, 3.6000e-03
 124, 3.0000e-03, 2.9900e-03
 125, 2.3000e-03, 2.3000e-03
 126, 5.8000e-03, 4.8400e-03
 127, 2.0300e-02, 1.7270e-02
 128, 8.0200e-02, 5.1720e-02
 129, 2.2680e-01, 1.4424e-01
 130, 6.8500e-01, 3.5182e-01
 131, 1.5023e+00, 6.2792e-01
 132, 2.9718e+00, 1.0974e+00
 133, 4.2472e+00, 1.3502e+00
 134, 6.2702e+00, 1.6615e+00
 135, 6.8126e+00, 1.2932e+00
 136, 7.1698e+00, 9.0807e-01
 137, 6.2034e+00, 4.6391e-01
 138, 5.8360e+00, 4.0060e-01
 139, 5.7777e+00, 5.3087e-01
 140, 6.5054e+00, 8.0394e-01
 141, 5.7015e+00, 7.9945e-01
 142, 5.8220e+00, 9.0739e-01
 143, 5.4617e+00, 7.5779e-01
 144, 5.7393e+00, 7.2978e-01
 145, 5.4044e+00, 6.9559e-01
 146, 5.2541e+00, 7.8001e-01
 147, 3.8273e+00, 5.8773e-01
 148, 3.0389e+00, 4.9983e-01
 149, 2.1757e+00, 4.1824e-01
 150, 1.5255e+00, 4.2834e-01
 151, 8.3830e-01, 3.3699e-01
 152, 4.4910e-01, 2.7641e-01
 153, 2.0930e-01, 1.9461e-01
 154, 1.1160e-01, 1.1160e-01
 155, 5.6400e-02, 5.6400e-02
 156, 2.5700e-02, 2.5700e-02
 157, 8.4000e-03, 8.4000e-03
 158, 3.0000e-03, 3.0000e-03
 159, 1.0000e-03, 1.0000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
 163, 0.0000e+00, 0.0000e+00
  0.4595 MeV.
  75, 4.0000e-04, 4.0000e-04
  76, 4.0000e-04, 4.0000e-04
  77, 3.0000e-04, 3.0000e-04
  78, 1.3000e-03, 1.3000e-03
  79, 5.2000e-03, 5.2000e-03
  80, 1.8100e-02, 1.8100e-02
  81, 4.3300e-02, 2.8150e-02
  82, 9.4800e-02, 6.1650e-02
  83, 1.4680e-01, 7.8800e-02
  84, 2.8280e-01, 1.2973e-01
  85, 4.9660e-01, 1.6735e-01
  86, 1.0018e+00, 2.6231e-01
  87, 1.5133e+00, 3.3241e-01
  88, 2.3607e+00, 4.4623e-01
  89, 3.2500e+00, 5.4638e-01
  90, 4.6946e+00, 5.7546e-01
  91, 5.3014e+00, 5.1633e-01
  92, 5.9162e+00, 6.2894e-01
  93, 5.5459e+00, 6.0982e-01
  94, 5.9517e+00, 6.7870e-01
  95, 6.1217e+00, 6.9297e-01
  96, 6.4746e+00, 7.4739e-01
  97, 5.7561e+00, 6.9018e-01
  98, 5.8534e+00, 6.2923e-01
  99, 5.9514e+00, 3.8388e-01
 100, 6.6789e+00, 5.3765e-01
 101, 6.6029e+00, 7.8100e-01
 102, 6.4036e+00, 1.1065e+00
 103, 5.0018e+00, 1.1235e+00
 104, 3.7570e+00, 9.9643e-01
 105, 2.4328e+00, 7.9351e-01
 106, 1.4064e+00, 5.2622e-01
 107, 5.7970e-01, 2.8511e-01
 108, 2.3020e-01, 1.3540e-01
 109, 6.9700e-02, 4.1680e-02
 110, 2.0700e-02, 2.0700e-02
 111, 5.6000e-03, 5.6000e-03
 112, 5.4000e-03, 4.1100e-03
 113, 4.2000e-03, 4.0700e-03
 114, 4.1000e-03, 4.1000e-03
 115, 5.7000e-03, 4.7800e-03
 116, 4.7000e-03, 4.7000e-03
 117, 6.5000e-03, 5.6900e-03
 118, 5.1000e-03, 5.1000e-03
 119, 4.7000e-03, 4.3700e-03
 120, 5.0000e-03, 4.8000e-03
 121, 4.6000e-03, 4.6000e-03
 122, 3.9000e-03, 3.9000e-03
 123, 4.3000e-03, 2.9400e-03
 124, 4.2000e-03, 2.8600e-03
 125, 2.3000e-03, 2.3000e-03
 126, 6.3000e-03, 6.3000e-03
 127, 1.9700e-02, 1.9280e-02
 128, 7.8700e-02, 6.0350e-02
 129, 2.3960e-01, 1.4702e-01
 130, 7.0790e-01, 3.5232e-01
 131, 1.5197e+00, 5.8532e-01
 132, 3.0090e+00, 9.2825e-01
 133, 4.2355e+00, 1.0559e+00
 134, 6.3942e+00, 1.2195e+00
 135, 6.8270e+00, 1.0088e+00
 136, 7.1633e+00, 7.2165e-01
 137, 6.2173e+00, 4.2011e-01
 138, 5.8653e+00, 4.9550e-01
 139, 5.7591e+00, 6.2654e-01
 140, 6.4981e+00, 7.2349e-01
 141, 5.7465e+00, 6.4777e-01
 142, 5.8415e+00, 6.8000e-01
 143, 5.4533e+00, 6.3858e-01
 144, 5.7285e+00, 6.6510e-01
 145, 5.3447e+00, 5.1961e-01
 146, 5.2124e+00, 5.4715e-01
 147, 3.8061e+00, 4.7616e-01
 148, 2.9729e+00, 4.8975e-01
 149, 2.1280e+00, 3.9969e-01
 150, 1.5058e+00, 3.5208e-01
 151, 8.1650e-01, 2.3750e-01
 152, 4.4080e-01, 1.5695e-01
 153, 2.1380e-01, 8.8200e-02
 154, 1.1180e-01, 5.9910e-02
 155, 5.9800e-02, 3.9600e-02
 156, 2.3400e-02, 2.0130e-02
 157, 1.1600e-02, 1.1600e-02
 158, 3.4000e-03, 3.4000e-03
 159, 6.0000e-04, 6.0000e-04
 160, 8.0000e-04, 8.0000e-04
 161, 2.0000e-04, 2.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 0.0000e+00, 0.0000e+00
 164, 0.0000e+00, 0.0000e+00
  0.5948 MeV.
  75, 1.0000e-04, 1.0000e-04
  76, 0.0000e+00, 0.0000e+00
  77, 5.0000e-04, 5.0000e-04
  78, 1.7000e-03, 1.7000e-03
  79, 6.5000e-03, 6.3500e-03
  80, 1.9000e-02, 1.9000e-02
  81, 4.1700e-02, 3.6980e-02
  82, 9.8500e-02, 8.2800e-02
  83, 1.5600e-01, 1.2737e-01
  84, 2.8750e-01, 1.8559e-01
  85, 5.0870e-01, 2.3508e-01
  86, 9.7780e-01, 2.9771e-01
  87, 1.4803e+00, 3.2050e-01
  88, 2.3171e+00, 4.2285e-01
  89, 3.2354e+00, 5.3423e-01
  90, 4.6531e+00, 7.6090e-01
  91, 5.2285e+00, 7.7556e-01
  92, 5.8787e+00, 8.7434e-01
  93, 5.5147e+00, 8.5097e-01
  94, 5.9676e+00, 9.5895e-01
  95, 6.0909e+00, 9.7605e-01
  96, 6.4895e+00, 9.6461e-01
  97, 5.7640e+00, 7.9453e-01
  98, 5.8641e+00, 5.7729e-01
  99, 5.9900e+00, 4.6105e-01
 100, 6.7780e+00, 6.9024e-01
 101, 6.6249e+00, 1.0888e+00
 102, 6.4297e+00, 1.4538e+00
 103, 5.0380e+00, 1.5271e+00
 104, 3.7842e+00, 1.4542e+00
 105, 2.4302e+00, 1.1607e+00
 106, 1.4079e+00, 8.0877e-01
 107, 5.7200e-01, 4.3205e-01
 108, 2.3370e-01, 2.2095e-01
 109, 6.7600e-02, 6.7600e-02
 110, 2.4700e-02, 2.4700e-02
 111, 8.3000e-03, 8.3000e-03
 112, 6.7000e-03, 5.6500e-03
 113, 4.2000e-03, 4.2000e-03
 114, 3.8000e-03, 3.8000e-03
 115, 5.6000e-03, 3.7900e-03
 116, 6.1000e-03, 4.1100e-03
 117, 4.7000e-03, 4.7000e-03
 118, 4.7000e-03, 3.3700e-03
 119, 5.0000e-03, 4.1100e-03
 120, 4.3000e-03, 4.3000e-03
 121, 5.5000e-03, 5.3800e-03
 122, 5.8000e-03, 3.7900e-03
 123, 4.1000e-03, 4.1000e-03
 124, 3.4000e-03, 3.4000e-03
 125, 3.2000e-03, 3.2000e-03
 126, 7.8000e-03, 7.8000e-03
 127, 1.9300e-02, 1.9300e-02
 128, 8.3200e-02, 8.3200e-02
 129, 2.3330e-01, 2.3330e-01
 130, 7.0570e-01, 5.4230e-01
 131, 1.5157e+00, 8.9491e-01
 132, 3.0352e+00, 1.2765e+00
 133, 4.2969e+00, 1.5393e+00
 134, 6.4482e+00, 1.7422e+00
 135, 6.8457e+00, 1.3180e+00
 136, 7.2084e+00, 9.5870e-01
 137, 6.2865e+00, 5.2385e-01
 138, 5.8708e+00, 4.5697e-01
 139, 5.8357e+00, 6.5704e-01
 140, 6.5283e+00, 9.2409e-01
 141, 5.7164e+00, 9.2269e-01
 142, 5.7783e+00, 9.1508e-01
 143, 5.4509e+00, 8.4867e-01
 144, 5.7086e+00, 8.4851e-01
 145, 5.3124e+00, 8.0288e-01
 146, 5.1500e+00, 8.1489e-01
 147, 3.7493e+00, 5.6897e-01
 148, 2.9306e+00, 4.5698e-01
 149, 2.0851e+00, 3.9021e-01
 150, 1.4789e+00, 3.4922e-01
 151, 8.0660e-01, 2.7611e-01
 152, 4.3470e-01, 1.9423e-01
 153, 2.1780e-01, 1.2946e-01
 154, 1.1720e-01, 8.6090e-02
 155, 5.9700e-02, 4.4480e-02
 156, 2.9700e-02, 2.8080e-02
 157, 9.3000e-03, 9.3000e-03
 158, 3.4000e-03, 3.4000e-03
 159, 1.9000e-03, 1.9000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
 163, 0.0000e+00, 0.0000e+00
  0.691 MeV.
  77, 5.0000e-04, 5.0000e-04
  78, 1.6000e-03, 1.6000e-03
  79, 7.4000e-03, 7.4000e-03
  80, 1.9100e-02, 1.9100e-02
  81, 4.4400e-02, 4.4400e-02
  82, 1.0420e-01, 9.3480e-02
  83, 1.6380e-01, 1.2981e-01
  84, 2.8650e-01, 1.7664e-01
  85, 5.0880e-01, 2.3488e-01
  86, 1.0102e+00, 2.9579e-01
  87, 1.4641e+00, 3.4914e-01
  88, 2.3158e+00, 3.9559e-01
  89, 3.1728e+00, 5.5797e-01
  90, 4.6143e+00, 7.1824e-01
  91, 5.1914e+00, 7.5157e-01
  92, 5.9259e+00, 8.5476e-01
  93, 5.4779e+00, 8.3620e-01
  94, 5.9078e+00, 9.2994e-01
  95, 6.0427e+00, 9.4749e-01
  96, 6.4639e+00, 9.6008e-01
  97, 5.7308e+00, 7.6615e-01
  98, 5.8841e+00, 6.4202e-01
  99, 6.0583e+00, 4.1348e-01
 100, 6.8026e+00, 5.9432e-01
 101, 6.6367e+00, 1.0446e+00
 102, 6.5200e+00, 1.5501e+00
 103, 5.0457e+00, 1.5958e+00
 104, 3.8351e+00, 1.4534e+00
 105, 2.4271e+00, 1.0677e+00
 106, 1.3890e+00, 7.0412e-01
 107, 5.9300e-01, 3.2068e-01
 108, 2.2770e-01, 1.4199e-01
 109, 6.3900e-02, 4.1800e-02
 110, 2.3800e-02, 1.5430e-02
 111, 7.2000e-03, 7.1100e-03
 112, 6.5000e-03, 4.7900e-03
 113, 3.6000e-03, 3.6000e-03
 114, 4.4000e-03, 3.4100e-03
 115, 6.7000e-03, 3.8900e-03
 116, 5.7000e-03, 5.0500e-03
 117, 7.8000e-03, 7.8000e-03
 118, 7.0000e-03, 5.3900e-03
 119, 4.6000e-03, 3.8300e-03
 120, 4.9000e-03, 4.9000e-03
 121, 5.6000e-03, 4.0400e-03
 122, 4.6000e-03, 4.6000e-03
 123, 3.1000e-03, 3.1000e-03
 124, 3.9000e-03, 2.7000e-03
 125, 3.5000e-03, 3.5000e-03
 126, 6.3000e-03, 5.2400e-03
 127, 2.1100e-02, 1.3860e-02
 128, 8.1600e-02, 6.1180e-02
 129, 2.4510e-01, 1.5885e-01
 130, 7.0570e-01, 4.1408e-01
 131, 1.5344e+00, 7.4607e-01
 132, 3.0496e+00, 1.2647e+00
 133, 4.3221e+00, 1.5499e+00
 134, 6.4852e+00, 1.8148e+00
 135, 6.8875e+00, 1.3828e+00
 136, 7.2560e+00, 8.3522e-01
 137, 6.3447e+00, 4.2454e-01
 138, 5.8919e+00, 4.7104e-01
 139, 5.7857e+00, 7.1579e-01
 140, 6.4683e+00, 8.9720e-01
 141, 5.7083e+00, 8.7395e-01
 142, 5.7963e+00, 8.9287e-01
 143, 5.3810e+00, 8.3519e-01
 144, 5.7275e+00, 8.5227e-01
 145, 5.3236e+00, 7.7741e-01
 146, 5.0890e+00, 7.7127e-01
 147, 3.6999e+00, 5.7971e-01
 148, 2.8930e+00, 4.7482e-01
 149, 2.0786e+00, 3.8860e-01
 150, 1.4725e+00, 3.2953e-01
 151, 8.0020e-01, 2.7275e-01
 152, 4.6000e-01, 2.0564e-01
 153, 2.1820e-01, 1.2560e-01
 154, 1.2180e-01, 8.9270e-02
 155, 5.7900e-02, 5.6290e-02
 156, 2.9900e-02, 2.9900e-02
 157, 1.1500e-02, 9.4600e-03
 158, 3.7000e-03, 3.7000e-03
 159, 1.7000e-03, 1.6800e-03
 160, 1.0000e-04, 1.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.7818 MeV.
  77, 4.0000e-04, 4.0000e-04
  78, 1.9000e-03, 1.9000e-03
  79, 5.4000e-03, 5.4000e-03
  80, 2.2300e-02, 2.2300e-02
  81, 4.7000e-02, 4.6910e-02
  82, 1.0620e-01, 8.9020e-02
  83, 1.5810e-01, 1.1780e-01
  84, 2.9780e-01, 1.7481e-01
  85, 5.2350e-01, 2.2319e-01
  86, 9.8140e-01, 2.4770e-01
  87, 1.4476e+00, 2.9468e-01
  88, 2.2928e+00, 3.9806e-01
  89, 3.1370e+00, 4.7313e-01
  90, 4.5625e+00, 5.8086e-01
  91, 5.1651e+00, 5.9296e-01
  92, 5.8664e+00, 6.8261e-01
  93, 5.4790e+00, 6.7715e-01
  94, 5.9517e+00, 7.1146e-01
  95, 6.0388e+00, 6.8809e-01
  96, 6.4175e+00, 7.5920e-01
  97, 5.7498e+00, 6.5167e-01
  98, 5.9295e+00, 5.9153e-01
  99, 6.0754e+00, 4.1371e-01
 100, 6.7786e+00, 4.2399e-01
 101, 6.7130e+00, 7.7860e-01
 102, 6.5435e+00, 1.1925e+00
 103, 5.0640e+00, 1.3035e+00
 104, 3.8500e+00, 1.2002e+00
 105, 2.4526e+00, 8.5795e-01
 106, 1.3879e+00, 5.6530e-01
 107, 5.8020e-01, 2.6719e-01
 108, 2.4170e-01, 1.1955e-01
 109, 6.6300e-02, 3.9030e-02
 110, 2.2900e-02, 1.6550e-02
 111, 7.7000e-03, 5.6500e-03
 112, 5.4000e-03, 4.8700e-03
 113, 6.1000e-03, 6.1000e-03
 114, 7.1000e-03, 7.1000e-03
 115, 5.8000e-03, 5.8000e-03
 116, 7.1000e-03, 6.9000e-03
 117, 6.1000e-03, 6.1000e-03
 118, 6.0000e-03, 6.0000e-03
 119, 6.1000e-03, 5.7700e-03
 120, 6.5000e-03, 5.8900e-03
 121, 6.1000e-03, 6.0500e-03
 122, 4.5000e-03, 4.5000e-03
 123, 4.0000e-03, 4.0000e-03
 124, 2.9000e-03, 2.9000e-03
 125, 3.0000e-03, 3.0000e-03
 126, 6.3000e-03, 6.3000e-03
 127, 2.1500e-02, 1.8250e-02
 128, 8.2100e-02, 5.5560e-02
 129, 2.4240e-01, 1.3127e-01
 130, 7.3770e-01, 3.4042e-01
 131, 1.5661e+00, 6.2860e-01
 132, 3.0134e+00, 1.0126e+00
 133, 4.3610e+00, 1.2648e+00
 134, 6.5435e+00, 1.4710e+00
 135, 6.9291e+00, 9.8521e-01
 136, 7.3020e+00, 5.7869e-01
 137, 6.3690e+00, 3.4453e-01
 138, 5.8652e+00, 4.7348e-01
 139, 5.8328e+00, 6.0347e-01
 140, 6.4484e+00, 7.8260e-01
 141, 5.7296e+00, 6.6143e-01
 142, 5.7608e+00, 6.6621e-01
 143, 5.3936e+00, 6.5715e-01
 144, 5.6920e+00, 6.7759e-01
 145, 5.3101e+00, 5.9176e-01
 146, 5.0287e+00, 5.9786e-01
 147, 3.6746e+00, 4.6941e-01
