A, Mass Sum Yield, Uncert Total

  2.07e-007 MeV.
 129, 2.2950e-01, 9.6400e-02
 130, 6.7000e-01, 2.4671e-01
 131, 1.4631e+00, 4.7460e-01
 132, 2.9302e+00, 8.8072e-01
 133, 4.0893e+00, 1.1065e+00
 134, 6.1821e+00, 1.4015e+00
 135, 6.6710e+00, 1.2609e+00
 136, 7.0528e+00, 8.7167e-01
 137, 6.1500e+00, 4.3776e-01
 138, 5.7744e+00, 4.2366e-01
 139, 5.7592e+00, 6.2382e-01
 140, 6.5607e+00, 8.1677e-01
 141, 5.7415e+00, 7.6792e-01
 142, 5.8395e+00, 7.7920e-01
 143, 5.4295e+00, 7.5968e-01
 144, 5.8462e+00, 7.5074e-01
 145, 5.4807e+00, 6.4641e-01
 146, 5.3847e+00, 5.9156e-01
 147, 3.9934e+00, 3.5709e-01
 148, 3.0996e+00, 3.0556e-01
 149, 2.2689e+00, 3.1418e-01
 150, 1.5784e+00, 3.1831e-01
 151, 8.4360e-01, 2.6915e-01
 152, 4.4380e-01, 1.9852e-01
 153, 2.0190e-01, 1.1569e-01
 154, 1.0400e-01, 7.6960e-02
 155, 5.1500e-02, 3.6300e-02
 156, 2.1200e-02, 1.9930e-02
 157, 8.4000e-03, 8.3800e-03
 158, 3.6000e-03, 3.6000e-03
 159, 8.0000e-04, 8.0000e-04
 160, 3.0000e-04, 3.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.0009085 MeV.
  77, 5.0000e-04, 5.0000e-04
  78, 1.5000e-03, 1.5000e-03
  79, 2.9000e-03, 2.9000e-03
  80, 1.3500e-02, 1.3500e-02
  81, 3.2400e-02, 2.9830e-02
  82, 8.7800e-02, 6.9460e-02
  83, 1.3090e-01, 1.0299e-01
  84, 2.6980e-01, 1.7512e-01
  85, 4.9430e-01, 2.4418e-01
  86, 1.0117e+00, 3.4939e-01
  87, 1.5610e+00, 4.0341e-01
  88, 2.4902e+00, 5.2791e-01
  89, 3.3933e+00, 6.0783e-01
  90, 4.9048e+00, 7.6390e-01
  91, 5.4156e+00, 7.6747e-01
  92, 6.0568e+00, 8.8072e-01
  93, 5.5581e+00, 8.4747e-01
  94, 5.9899e+00, 9.2178e-01
  95, 6.0673e+00, 8.9555e-01
  96, 6.5365e+00, 9.7767e-01
  97, 5.7351e+00, 7.7654e-01
  98, 5.8049e+00, 6.0869e-01
  99, 5.8715e+00, 3.9196e-01
 100, 6.5732e+00, 5.8817e-01
 101, 6.3835e+00, 1.1141e+00
 102, 6.2956e+00, 1.6483e+00
 103, 4.8987e+00, 1.5932e+00
 104, 3.7399e+00, 1.4332e+00
 105, 2.4116e+00, 1.0231e+00
 106, 1.3682e+00, 6.4218e-01
 107, 5.6320e-01, 3.1263e-01
 108, 2.1540e-01, 1.3172e-01
 109, 6.8100e-02, 4.7800e-02
 110, 1.9700e-02, 1.5840e-02
 111, 7.2000e-03, 5.6000e-03
 112, 3.8000e-03, 3.8000e-03
 113, 3.9000e-03, 3.9000e-03
 114, 4.3000e-03, 4.1400e-03
 115, 4.1000e-03, 4.1000e-03
 116, 5.1000e-03, 5.1000e-03
 117, 6.2000e-03, 5.0900e-03
 118, 6.7000e-03, 4.3800e-03
 119, 4.9000e-03, 4.9000e-03
 120, 3.6000e-03, 3.6000e-03
 121, 3.5000e-03, 3.5000e-03
 122, 3.2000e-03, 3.2000e-03
 123, 2.9000e-03, 2.9000e-03
 124, 3.1000e-03, 2.4600e-03
 125, 3.2000e-03, 3.2000e-03
 126, 4.9000e-03, 4.3900e-03
 127, 1.7100e-02, 1.6280e-02
 128, 7.7600e-02, 6.0840e-02
 129, 2.1970e-01, 1.3661e-01
 130, 6.5760e-01, 3.6329e-01
 131, 1.4755e+00, 7.2801e-01
 132, 2.9598e+00, 1.2027e+00
 133, 4.1591e+00, 1.5380e+00
 134, 6.1769e+00, 1.8227e+00
 135, 6.6443e+00, 1.5192e+00
 136, 7.0576e+00, 8.8336e-01
 137, 6.1810e+00, 3.5810e-01
 138, 5.7391e+00, 4.1929e-01
 139, 5.7386e+00, 6.8893e-01
 140, 6.5308e+00, 9.1807e-01
 141, 5.7908e+00, 8.5299e-01
 142, 5.8205e+00, 9.0793e-01
 143, 5.4409e+00, 8.1780e-01
 144, 5.8254e+00, 8.6987e-01
 145, 5.4647e+00, 8.0743e-01
 146, 5.3826e+00, 7.8167e-01
 147, 3.9607e+00, 6.2490e-01
 148, 3.1208e+00, 5.5914e-01
 149, 2.2390e+00, 4.7211e-01
 150, 1.5986e+00, 4.1043e-01
 151, 8.4680e-01, 3.1577e-01
 152, 4.5140e-01, 2.1398e-01
 153, 2.0120e-01, 1.1536e-01
 154, 1.0360e-01, 6.3430e-02
 155, 4.8900e-02, 3.7210e-02
 156, 1.9500e-02, 1.8980e-02
 157, 8.1000e-03, 8.1000e-03
 158, 2.4000e-03, 2.4000e-03
 159, 9.0000e-04, 9.0000e-04
 160, 4.0000e-04, 4.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.002294 MeV.
  76, 1.0000e-04, 1.0000e-04
  77, 5.0000e-04, 5.0000e-04
  78, 1.7000e-03, 1.7000e-03
  79, 4.7000e-03, 4.7000e-03
  80, 1.4700e-02, 1.4700e-02
  81, 3.6300e-02, 3.6300e-02
  82, 8.6900e-02, 8.6900e-02
  83, 1.3540e-01, 1.3540e-01
  84, 2.7440e-01, 2.3575e-01
  85, 4.9560e-01, 2.9797e-01
  86, 1.0243e+00, 3.6933e-01
  87, 1.5710e+00, 3.8244e-01
  88, 2.5138e+00, 4.2328e-01
  89, 3.4133e+00, 5.1105e-01
  90, 4.9146e+00, 6.7748e-01
  91, 5.4246e+00, 7.0012e-01
  92, 6.0354e+00, 8.8595e-01
  93, 5.5916e+00, 8.2746e-01
  94, 5.9836e+00, 8.9425e-01
  95, 6.1000e+00, 9.7210e-01
  96, 6.5027e+00, 9.6497e-01
  97, 5.7626e+00, 7.6871e-01
  98, 5.8209e+00, 6.2325e-01
  99, 5.8362e+00, 3.9433e-01
 100, 6.5616e+00, 6.6828e-01
 101, 6.4202e+00, 1.0957e+00
 102, 6.2587e+00, 1.4578e+00
 103, 4.8627e+00, 1.3701e+00
 104, 3.7335e+00, 1.2493e+00
 105, 2.3772e+00, 8.8405e-01
 106, 1.3608e+00, 5.9988e-01
 107, 5.5010e-01, 2.8159e-01
 108, 2.1710e-01, 1.4217e-01
 109, 6.0500e-02, 5.0820e-02
 110, 2.1800e-02, 1.8540e-02
 111, 5.7000e-03, 5.2100e-03
 112, 4.7000e-03, 4.7000e-03
 113, 3.3000e-03, 3.3000e-03
 114, 4.2000e-03, 4.2000e-03
 115, 4.7000e-03, 4.7000e-03
 116, 5.4000e-03, 5.4000e-03
 117, 4.3000e-03, 4.3000e-03
 118, 5.0000e-03, 5.0000e-03
 119, 4.5000e-03, 4.5000e-03
 120, 4.3000e-03, 4.1200e-03
 121, 4.6000e-03, 4.6000e-03
 122, 4.4000e-03, 4.4000e-03
 123, 2.8000e-03, 2.8000e-03
 124, 2.4000e-03, 2.4000e-03
 125, 3.1000e-03, 2.8400e-03
 126, 4.2000e-03, 4.2000e-03
 127, 1.4400e-02, 1.4400e-02
 128, 7.1800e-02, 5.6720e-02
 129, 2.1980e-01, 1.4603e-01
 130, 6.7180e-01, 3.4643e-01
 131, 1.4490e+00, 6.4312e-01
 132, 2.9102e+00, 1.0911e+00
 133, 4.0932e+00, 1.3057e+00
 134, 6.1762e+00, 1.5797e+00
 135, 6.6766e+00, 1.2998e+00
 136, 7.0389e+00, 9.8649e-01
 137, 6.1461e+00, 4.8347e-01
 138, 5.7905e+00, 3.7494e-01
 139, 5.7460e+00, 6.7569e-01
 140, 6.5249e+00, 8.7532e-01
 141, 5.7454e+00, 8.8652e-01
 142, 5.8332e+00, 9.0866e-01
 143, 5.4514e+00, 8.5001e-01
 144, 5.8411e+00, 8.6911e-01
 145, 5.4657e+00, 7.6880e-01
 146, 5.3840e+00, 6.9190e-01
 147, 4.0084e+00, 5.0231e-01
 148, 3.1498e+00, 4.5192e-01
 149, 2.2700e+00, 4.0967e-01
 150, 1.5966e+00, 3.7593e-01
 151, 8.4970e-01, 3.0676e-01
 152, 4.3930e-01, 2.3968e-01
 153, 2.0540e-01, 1.5629e-01
 154, 1.0830e-01, 1.0830e-01
 155, 4.7300e-02, 4.7300e-02
 156, 2.5500e-02, 2.5500e-02
 157, 8.0000e-03, 8.0000e-03
 158, 3.5000e-03, 3.5000e-03
 159, 1.2000e-03, 1.1600e-03
 160, 1.0000e-04, 1.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.006844 MeV.
  77, 2.0000e-04, 2.0000e-04
  78, 1.0000e-03, 1.0000e-03
  79, 3.5000e-03, 3.5000e-03
  80, 1.3300e-02, 1.2020e-02
  81, 3.1900e-02, 2.0940e-02
  82, 8.4900e-02, 4.4580e-02
  83, 1.4080e-01, 7.4590e-02
  84, 2.7110e-01, 1.1723e-01
  85, 4.8810e-01, 1.8240e-01
  86, 1.0141e+00, 2.9914e-01
  87, 1.5778e+00, 3.8025e-01
  88, 2.4926e+00, 4.9020e-01
  89, 3.3773e+00, 5.2844e-01
  90, 4.9008e+00, 6.0652e-01
  91, 5.4262e+00, 4.9405e-01
  92, 6.1109e+00, 5.0542e-01
  93, 5.5686e+00, 4.7782e-01
  94, 6.0427e+00, 4.8408e-01
  95, 6.0787e+00, 4.9028e-01
  96, 6.4797e+00, 4.7475e-01
  97, 5.7264e+00, 4.5722e-01
  98, 5.8172e+00, 4.1473e-01
  99, 5.8625e+00, 4.2649e-01
 100, 6.5568e+00, 6.1306e-01
 101, 6.3928e+00, 8.0235e-01
 102, 6.2578e+00, 1.0277e+00
 103, 4.8679e+00, 1.0073e+00
 104, 3.7593e+00, 9.1206e-01
 105, 2.3913e+00, 7.0054e-01
 106, 1.3575e+00, 5.1262e-01
 107, 5.6560e-01, 2.4895e-01
 108, 2.2520e-01, 1.2527e-01
 109, 6.1700e-02, 4.1820e-02
 110, 2.2400e-02, 1.7200e-02
 111, 5.9000e-03, 5.9000e-03
 112, 4.6000e-03, 4.6000e-03
 113, 2.5000e-03, 2.5000e-03
 114, 4.7000e-03, 4.7000e-03
 115, 3.8000e-03, 3.8000e-03
 116, 6.0000e-03, 5.8300e-03
 117, 5.8000e-03, 5.3000e-03
 118, 6.6000e-03, 5.6400e-03
 119, 4.3000e-03, 4.3000e-03
 120, 4.0000e-03, 4.0000e-03
 121, 3.7000e-03, 3.7000e-03
 122, 3.0000e-03, 3.0000e-03
 123, 4.3000e-03, 4.3000e-03
 124, 3.1000e-03, 3.1000e-03
 125, 3.0000e-03, 3.0000e-03
 126, 4.6000e-03, 4.6000e-03
 127, 1.5700e-02, 1.5700e-02
 128, 7.6900e-02, 5.5450e-02
 129, 2.3000e-01, 1.3544e-01
 130, 6.8940e-01, 3.1688e-01
 131, 1.4577e+00, 5.3057e-01
 132, 2.9280e+00, 7.8917e-01
 133, 4.1064e+00, 9.2160e-01
 134, 6.1908e+00, 1.1779e+00
 135, 6.6245e+00, 9.8574e-01
 136, 7.0581e+00, 7.8758e-01
 137, 6.1454e+00, 5.0081e-01
 138, 5.7422e+00, 3.4598e-01
 139, 5.7849e+00, 3.8143e-01
 140, 6.4920e+00, 4.6913e-01
 141, 5.7544e+00, 4.5818e-01
 142, 5.8091e+00, 4.8895e-01
 143, 5.4833e+00, 4.4534e-01
 144, 5.8807e+00, 5.2826e-01
 145, 5.4865e+00, 4.4617e-01
 146, 5.3945e+00, 6.0563e-01
 147, 3.9541e+00, 4.9545e-01
 148, 3.1418e+00, 5.0696e-01
 149, 2.2455e+00, 4.5098e-01
 150, 1.5773e+00, 3.9333e-01
 151, 8.4950e-01, 2.6262e-01
 152, 4.5140e-01, 1.6415e-01
 153, 2.0660e-01, 8.6190e-02
 154, 1.0260e-01, 5.0580e-02
 155, 4.8400e-02, 2.7210e-02
 156, 2.2600e-02, 1.3170e-02
 157, 7.6000e-03, 5.5100e-03
 158, 2.6000e-03, 2.6000e-03
 159, 8.0000e-04, 8.0000e-04
 160, 1.0000e-04, 1.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.0161 MeV.
  77, 1.0000e-04, 1.0000e-04
  78, 1.1000e-03, 1.1000e-03
  79, 4.4000e-03, 4.2300e-03
  80, 1.5800e-02, 1.4720e-02
  81, 3.6500e-02, 3.6010e-02
  82, 8.8700e-02, 6.4290e-02
  83, 1.3850e-01, 8.6460e-02
  84, 2.6200e-01, 1.5542e-01
  85, 4.8490e-01, 1.9502e-01
  86, 9.9370e-01, 2.9471e-01
  87, 1.5771e+00, 3.2731e-01
  88, 2.5044e+00, 3.9809e-01
  89, 3.3906e+00, 4.5724e-01
  90, 4.9196e+00, 6.0638e-01
  91, 5.4401e+00, 7.3585e-01
  92, 6.0598e+00, 8.4955e-01
  93, 5.5877e+00, 7.8400e-01
  94, 6.0069e+00, 8.7830e-01
  95, 6.0656e+00, 8.8414e-01
  96, 6.4925e+00, 9.4556e-01
  97, 5.7154e+00, 7.0688e-01
  98, 5.8503e+00, 5.4792e-01
  99, 5.8201e+00, 4.3444e-01
 100, 6.5767e+00, 7.7348e-01
 101, 6.4412e+00, 1.1008e+00
 102, 6.2890e+00, 1.4636e+00
 103, 4.8728e+00, 1.4029e+00
 104, 3.7130e+00, 1.2934e+00
 105, 2.3757e+00, 1.0219e+00
 106, 1.3740e+00, 6.7746e-01
 107, 5.6570e-01, 3.5120e-01
 108, 2.2310e-01, 1.6028e-01
 109, 6.1500e-02, 5.6970e-02
 110, 2.0100e-02, 2.0100e-02
 111, 5.8000e-03, 5.8000e-03
 112, 4.2000e-03, 4.2000e-03
 113, 4.5000e-03, 4.5000e-03
 114, 4.4000e-03, 4.4000e-03
 115, 4.3000e-03, 4.3000e-03
 116, 5.5000e-03, 5.5000e-03
 117, 4.9000e-03, 4.9000e-03
 118, 5.2000e-03, 5.2000e-03
 119, 4.3000e-03, 4.3000e-03
 120, 4.2000e-03, 4.2000e-03
 121, 3.6000e-03, 3.6000e-03
 122, 3.5000e-03, 3.5000e-03
 123, 3.0000e-03, 3.0000e-03
 124, 2.5000e-03, 2.5000e-03
 125, 3.7000e-03, 3.7000e-03
 126, 3.8000e-03, 3.8000e-03
 127, 1.5800e-02, 1.5800e-02
 128, 7.7500e-02, 6.8730e-02
 129, 2.2070e-01, 1.7983e-01
 130, 6.6210e-01, 4.1975e-01
 131, 1.4669e+00, 7.3166e-01
 132, 2.9180e+00, 1.1472e+00
 133, 4.1276e+00, 1.4018e+00
 134, 6.1663e+00, 1.5722e+00
 135, 6.6742e+00, 1.2848e+00
 136, 7.0802e+00, 1.0531e+00
 137, 6.1786e+00, 5.8506e-01
 138, 5.7469e+00, 4.0922e-01
 139, 5.7358e+00, 5.9822e-01
 140, 6.4907e+00, 9.1155e-01
 141, 5.7885e+00, 7.9745e-01
 142, 5.8180e+00, 8.2016e-01
 143, 5.4547e+00, 7.9668e-01
 144, 5.8407e+00, 8.2625e-01
 145, 5.4607e+00, 7.3873e-01
 146, 5.4007e+00, 7.1899e-01
 147, 3.9924e+00, 4.9346e-01
 148, 3.1356e+00, 4.5048e-01
 149, 2.2509e+00, 3.8289e-01
 150, 1.5863e+00, 3.4965e-01
 151, 8.4660e-01, 2.4832e-01
 152, 4.3370e-01, 1.6908e-01
 153, 2.0070e-01, 1.0530e-01
 154, 1.0840e-01, 7.4190e-02
 155, 5.0000e-02, 4.2180e-02
 156, 2.3100e-02, 1.6770e-02
 157, 7.6000e-03, 7.6000e-03
 158, 2.5000e-03, 2.5000e-03
 159, 1.3000e-03, 1.3000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 1.0000e-04, 1.0000e-04
  0.02333 MeV.
  77, 2.0000e-04, 2.0000e-04
  78, 1.2000e-03, 1.2000e-03
  79, 3.7000e-03, 3.7000e-03
  80, 1.4100e-02, 1.4100e-02
  81, 3.6900e-02, 2.7110e-02
  82, 8.4400e-02, 6.1810e-02
  83, 1.3710e-01, 8.9460e-02
  84, 2.5770e-01, 1.3919e-01
  85, 4.9940e-01, 1.9081e-01
  86, 1.0140e+00, 2.4632e-01
  87, 1.5596e+00, 3.0516e-01
  88, 2.4771e+00, 3.7803e-01
  89, 3.3877e+00, 4.9227e-01
  90, 4.9135e+00, 5.9573e-01
  91, 5.4497e+00, 6.2537e-01
  92, 6.0340e+00, 7.0034e-01
  93, 5.5732e+00, 6.6742e-01
  94, 6.0431e+00, 7.1760e-01
  95, 6.0552e+00, 7.5521e-01
  96, 6.5385e+00, 7.8190e-01
  97, 5.7191e+00, 6.6652e-01
  98, 5.7702e+00, 5.4363e-01
  99, 5.8644e+00, 4.9146e-01
 100, 6.5324e+00, 5.2058e-01
 101, 6.4476e+00, 8.3008e-01
 102, 6.2924e+00, 1.2739e+00
 103, 4.9000e+00, 1.3418e+00
 104, 3.7377e+00, 1.2780e+00
 105, 2.3690e+00, 9.9659e-01
 106, 1.3788e+00, 6.5987e-01
 107, 5.6740e-01, 3.2271e-01
 108, 2.2280e-01, 1.5796e-01
 109, 6.3600e-02, 5.1480e-02
 110, 1.9600e-02, 1.6630e-02
 111, 5.9000e-03, 5.9000e-03
 112, 3.8000e-03, 3.8000e-03
 113, 4.1000e-03, 4.1000e-03
 114, 5.2000e-03, 4.4900e-03
 115, 4.3000e-03, 3.7400e-03
 116, 6.5000e-03, 4.1700e-03
 117, 7.2000e-03, 5.9900e-03
 118, 7.2000e-03, 5.7900e-03
 119, 5.6000e-03, 4.6400e-03
 120, 3.6000e-03, 3.6000e-03
 121, 4.7000e-03, 4.7000e-03
 122, 3.4000e-03, 3.4000e-03
 123, 3.4000e-03, 3.4000e-03
 124, 2.7000e-03, 2.7000e-03
 125, 2.0000e-03, 2.0000e-03
 126, 5.4000e-03, 5.4000e-03
 127, 1.9000e-02, 1.7300e-02
 128, 7.5000e-02, 6.0280e-02
 129, 2.2210e-01, 1.5907e-01
 130, 6.8350e-01, 4.1705e-01
 131, 1.4782e+00, 7.2054e-01
 132, 2.9252e+00, 1.1620e+00
 133, 4.1413e+00, 1.3270e+00
 134, 6.2186e+00, 1.5278e+00
 135, 6.6301e+00, 1.1312e+00
 136, 7.0637e+00, 6.8563e-01
 137, 6.1410e+00, 4.2343e-01
 138, 5.7424e+00, 4.9339e-01
 139, 5.7420e+00, 6.1608e-01
 140, 6.5386e+00, 7.5108e-01
 141, 5.7081e+00, 6.9708e-01
 142, 5.8779e+00, 7.0002e-01
 143, 5.4702e+00, 6.7403e-01
 144, 5.8042e+00, 7.1313e-01
 145, 5.4769e+00, 6.3805e-01
 146, 5.4071e+00, 5.9533e-01
 147, 3.9742e+00, 4.7566e-01
 148, 3.1263e+00, 4.4368e-01
 149, 2.2376e+00, 3.7327e-01
 150, 1.5745e+00, 2.9439e-01
 151, 8.4350e-01, 2.1517e-01
 152, 4.4520e-01, 1.4287e-01
 153, 2.0720e-01, 9.9510e-02
 154, 1.0610e-01, 6.1350e-02
 155, 4.7400e-02, 3.4470e-02
 156, 2.2000e-02, 1.6570e-02
 157, 7.0000e-03, 7.0000e-03
 158, 2.5000e-03, 2.5000e-03
 159, 8.0000e-04, 8.0000e-04
 160, 3.0000e-04, 3.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.02955 MeV.
  77, 2.0000e-04, 2.0000e-04
  78, 8.0000e-04, 8.0000e-04
  79, 3.3000e-03, 3.3000e-03
  80, 1.5000e-02, 1.3120e-02
  81, 3.5200e-02, 3.2580e-02
  82, 9.1300e-02, 7.0250e-02
  83, 1.3370e-01, 1.0859e-01
  84, 2.6240e-01, 1.8238e-01
  85, 4.9630e-01, 2.2995e-01
  86, 1.0280e+00, 3.1769e-01
  87, 1.5778e+00, 3.7280e-01
  88, 2.4925e+00, 5.1917e-01
  89, 3.3827e+00, 6.2488e-01
  90, 4.8774e+00, 8.4947e-01
  91, 5.4358e+00, 9.1186e-01
  92, 6.0620e+00, 1.0361e+00
  93, 5.5731e+00, 9.8812e-01
  94, 5.9754e+00, 1.1003e+00
  95, 6.0575e+00, 1.1234e+00
  96, 6.5509e+00, 1.1119e+00
  97, 5.7293e+00, 8.1635e-01
  98, 5.8049e+00, 5.5519e-01
  99, 5.8402e+00, 3.6972e-01
 100, 6.5330e+00, 8.3160e-01
 101, 6.4402e+00, 1.4911e+00
 102, 6.3108e+00, 1.9348e+00
 103, 4.8935e+00, 1.8144e+00
 104, 3.7472e+00, 1.6176e+00
 105, 2.3855e+00, 1.1549e+00
 106, 1.3627e+00, 7.5604e-01
 107, 5.6060e-01, 3.5827e-01
 108, 2.2270e-01, 1.6836e-01
 109, 6.2700e-02, 4.7380e-02
 110, 2.1400e-02, 1.8380e-02
 111, 7.1000e-03, 6.2400e-03
 112, 4.0000e-03, 4.0000e-03
 113, 3.5000e-03, 3.5000e-03
 114, 6.0000e-03, 3.7300e-03
 115, 6.0000e-03, 4.8500e-03
 116, 4.4000e-03, 4.4000e-03
 117, 5.5000e-03, 5.2700e-03
 118, 5.7000e-03, 5.7000e-03
 119, 3.9000e-03, 3.9000e-03
 120, 4.8000e-03, 4.8000e-03
 121, 4.2000e-03, 4.2000e-03
 122, 3.8000e-03, 3.8000e-03
 123, 3.3000e-03, 3.3000e-03
 124, 3.5000e-03, 2.4500e-03
 125, 2.9000e-03, 2.9000e-03
 126, 7.9000e-03, 5.1300e-03
 127, 1.7400e-02, 1.7400e-02
 128, 6.6900e-02, 6.5030e-02
 129, 2.2330e-01, 1.8112e-01
 130, 6.7460e-01, 4.3269e-01
 131, 1.4639e+00, 7.8944e-01
 132, 2.9366e+00, 1.3336e+00
 133, 4.1425e+00, 1.7500e+00
 134, 6.2200e+00, 2.1673e+00
 135, 6.6604e+00, 1.7819e+00
 136, 7.1008e+00, 1.1906e+00
 137, 6.1092e+00, 5.8185e-01
 138, 5.7041e+00, 3.6787e-01
 139, 5.7422e+00, 6.7304e-01
 140, 6.5438e+00, 1.0517e+00
 141, 5.8099e+00, 9.8953e-01
 142, 5.7912e+00, 1.0836e+00
 143, 5.4422e+00, 9.6998e-01
 144, 5.8329e+00, 9.9232e-01
 145, 5.4827e+00, 9.5400e-01
 146, 5.3860e+00, 9.4975e-01
 147, 3.9625e+00, 6.5823e-01
 148, 3.1178e+00, 5.9123e-01
 149, 2.2558e+00, 4.7666e-01
 150, 1.5784e+00, 4.0767e-01
 151, 8.5060e-01, 2.6486e-01
 152, 4.4710e-01, 1.9910e-01
 153, 2.0650e-01, 1.2205e-01
 154, 1.0340e-01, 7.4300e-02
 155, 5.2000e-02, 3.7010e-02
 156, 2.3400e-02, 1.8500e-02
 157, 6.3000e-03, 6.3000e-03
 158, 1.7000e-03, 1.7000e-03
 159, 1.2000e-03, 1.2000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.04339 MeV.
  76, 2.0000e-04, 2.0000e-04
  77, 6.0000e-04, 6.0000e-04
  78, 1.3000e-03, 1.3000e-03
  79, 4.7000e-03, 4.7000e-03
  80, 1.4800e-02, 1.4800e-02
  81, 3.6400e-02, 3.6400e-02
  82, 8.9900e-02, 8.9900e-02
  83, 1.4280e-01, 1.3941e-01
  84, 2.5550e-01, 1.9521e-01
  85, 4.9290e-01, 2.5421e-01
  86, 1.0178e+00, 2.9858e-01
  87, 1.5800e+00, 3.2209e-01
  88, 2.4799e+00, 4.0994e-01
  89, 3.3573e+00, 4.8607e-01
  90, 4.8711e+00, 6.2296e-01
  91, 5.3979e+00, 6.5730e-01
  92, 6.0578e+00, 8.0750e-01
  93, 5.5556e+00, 7.1365e-01
  94, 6.0104e+00, 8.0187e-01
  95, 6.1079e+00, 7.9672e-01
  96, 6.4510e+00, 8.0417e-01
  97, 5.7563e+00, 6.2768e-01
  98, 5.8239e+00, 4.4334e-01
  99, 5.8893e+00, 2.9998e-01
 100, 6.5783e+00, 5.8711e-01
 101, 6.4245e+00, 1.0300e+00
 102, 6.2915e+00, 1.4732e+00
 103, 4.9237e+00, 1.3965e+00
 104, 3.7428e+00, 1.2428e+00
 105, 2.3843e+00, 8.7754e-01
 106, 1.3733e+00, 5.5355e-01
 107, 5.6090e-01, 2.3974e-01
 108, 2.1320e-01, 1.1325e-01
 109, 6.1300e-02, 3.4180e-02
 110, 2.1000e-02, 1.3690e-02
 111, 4.9000e-03, 4.9000e-03
 112, 4.2000e-03, 4.2000e-03
 113, 4.5000e-03, 4.5000e-03
 114, 4.0000e-03, 4.0000e-03
 115, 5.5000e-03, 3.6500e-03
 116, 4.4000e-03, 4.4000e-03
 117, 4.7000e-03, 4.7000e-03
 118, 4.1000e-03, 4.1000e-03
 119, 3.9000e-03, 3.9000e-03
 120, 4.5000e-03, 3.7300e-03
 121, 4.5000e-03, 4.0800e-03
 122, 3.6000e-03, 3.6000e-03
 123, 3.7000e-03, 3.0900e-03
 124, 3.1000e-03, 3.1000e-03
 125, 1.8000e-03, 1.8000e-03
 126, 5.4000e-03, 5.2900e-03
 127, 1.7800e-02, 1.2520e-02
 128, 7.0100e-02, 4.4980e-02
 129, 2.0940e-01, 1.1231e-01
 130, 6.8090e-01, 3.1571e-01
 131, 1.4767e+00, 5.7723e-01
 132, 2.9120e+00, 1.0958e+00
 133, 4.1304e+00, 1.3269e+00
 134, 6.2350e+00, 1.5782e+00
 135, 6.6415e+00, 1.3363e+00
 136, 7.0957e+00, 8.6359e-01
 137, 6.1519e+00, 4.3086e-01
 138, 5.8019e+00, 3.0180e-01
 139, 5.7580e+00, 5.5648e-01
 140, 6.5277e+00, 7.8161e-01
 141, 5.7103e+00, 6.8521e-01
 142, 5.8629e+00, 8.0578e-01
 143, 5.4973e+00, 7.1403e-01
 144, 5.8229e+00, 7.6283e-01
 145, 5.4531e+00, 6.8837e-01
 146, 5.3660e+00, 6.5981e-01
 147, 3.9259e+00, 5.4334e-01
 148, 3.1008e+00, 4.5883e-01
 149, 2.2446e+00, 3.8662e-01
 150, 1.5894e+00, 3.4479e-01
 151, 8.4840e-01, 2.6950e-01
 152, 4.3730e-01, 2.1393e-01
 153, 1.9930e-01, 1.4248e-01
 154, 1.0890e-01, 8.5630e-02
 155, 5.1800e-02, 5.0330e-02
 156, 2.3100e-02, 2.3100e-02
 157, 7.1000e-03, 7.1000e-03
 158, 3.0000e-03, 3.0000e-03
 159, 1.5000e-03, 1.5000e-03
 160, 4.0000e-04, 4.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
 163, 0.0000e+00, 0.0000e+00
  0.08178 MeV.
  76, 1.0000e-04, 1.0000e-04
  77, 6.0000e-04, 6.0000e-04
  78, 8.0000e-04, 8.0000e-04
  79, 5.1000e-03, 5.1000e-03
  80, 1.2400e-02, 1.2400e-02
  81, 3.6700e-02, 3.6700e-02
  82, 8.2700e-02, 8.2700e-02
  83, 1.3930e-01, 1.3930e-01
  84, 2.6830e-01, 2.2249e-01
  85, 4.9790e-01, 2.6651e-01
  86, 1.0235e+00, 3.2327e-01
  87, 1.5855e+00, 3.9343e-01
  88, 2.4645e+00, 5.2048e-01
  89, 3.3742e+00, 6.1864e-01
  90, 4.8624e+00, 7.4516e-01
  91, 5.4178e+00, 6.8687e-01
  92, 6.0537e+00, 7.9428e-01
  93, 5.6320e+00, 7.5902e-01
  94, 6.0013e+00, 8.2784e-01
  95, 6.0907e+00, 8.4507e-01
  96, 6.4783e+00, 8.6784e-01
  97, 5.7151e+00, 7.0118e-01
