1.000000000000000062e-09,0.000000000000000000e+00,1.035495711170166810e+00
1.000000000000000021e-08,3.779882999999999811e+02,1.249659377777062819e+00
2.300000000000000081e-08,1.529665099999999939e+03,1.155169334268470127e+00
4.999999999999999774e-08,6.705510000000000218e+03,1.121261320017044705e+00
7.600000000000000556e-08,8.252961000000001150e+03,1.122341618164752752e+00
1.149999999999999974e-07,1.419963799999999901e+04,1.091265032375214661e+00
1.699999999999999870e-07,3.201291800000000148e+04,1.096026653219023927e+00
2.549999999999999938e-07,5.345279000000000087e+04,1.091648961714074773e+00
3.800000000000000146e-07,7.546113000000000466e+04,1.110855026985909211e+00
5.500000000000000281e-07,9.650672999999999593e+04,1.031240731958851464e+00
8.400000000000000043e-07,1.315253800000000047e+05,1.011965575470310075e+00
1.280000000000000027e-06,1.304290700000000070e+05,9.859418983150693983e-01
1.900000000000000020e-06,1.130072500000000000e+05,9.583841515864861549e-01
2.799999999999999873e-06,5.006766000000000349e+05,9.294521711848664491e-01
4.249999999999999966e-06,4.302545000000000000e+05,8.574501606878349724e-01
6.299999999999999821e-06,4.503232999999999884e+05,7.478169742932310182e-01
9.200000000000000007e-06,6.901720999999999767e+05,5.982201446668430345e-01
1.349999999999999949e-05,1.094400800000000047e+06,3.937206607079881682e-01
2.099999999999999884e-05,8.996439000000000233e+05,1.403472732831772818e-01
3.000000000000000076e-05,1.627611500000000000e+06,1.252630369770510177e-01
4.500000000000000283e-05,2.429542099999999627e+06,1.117950692006830227e-01
6.899999999999999667e-05,2.951582500000000000e+06,1.038292388418174950e-01
1.000000000000000048e-04,3.106790100000000093e+06,9.851459783211077847e-02
1.350000000000000017e-04,2.537485899999999907e+06,9.542827099125428258e-02
1.700000000000000122e-04,2.092472100000000093e+06,9.798906231924005283e-02
2.200000000000000078e-04,3.047912000000000000e+06,8.865602841535388801e-02
2.799999999999999755e-04,3.433222599999999627e+06,8.730255447753862419e-02
3.600000000000000227e-04,2.011345900000000140e+06,7.587849090098863769e-02
4.499999999999999877e-04,2.174216200000000186e+06,7.779689969367062363e-02
5.749999999999999903e-04,4.356565000000000000e+06,7.141863218770742872e-02
7.600000000000000418e-04,6.453799000000000000e+06,6.599277976660664069e-02
9.600000000000000243e-04,5.629661000000000000e+06,4.935286465473930073e-02
1.280000000000000105e-03,8.933502000000000000e+06,4.391796484380226101e-02
1.600000000000000077e-03,1.257241500000000000e+07,4.044044913169803079e-02
2.000000000000000042e-03,2.526656000000000000e+07,3.629464785514955466e-02
2.700000000000000143e-03,2.948196999999999627e+07,3.155228748627243035e-02
3.399999999999999811e-03,3.732671000000000000e+07,3.137254033098740846e-02
4.499999999999999660e-03,7.903163000000000000e+07,3.214610656805379219e-02
5.499999999999999681e-03,8.886660000000000000e+07,3.328493621991079204e-02
7.199999999999999803e-03,1.860848400000000000e+08,3.308132335914725636e-02
9.199999999999999845e-03,2.269676200000000000e+08,3.413985691044691545e-02
1.200000000000000025e-02,4.116250000000000000e+08,3.383695005667441968e-02
1.499999999999999944e-02,4.430047000000000000e+08,3.334492275693565905e-02
1.899999999999999953e-02,6.020936000000000000e+08,3.322543213257969641e-02
2.549999999999999836e-02,1.176970000000000000e+09,3.494726447442014772e-02
3.200000000000000067e-02,1.680084900000000000e+09,3.465793598331334130e-02
4.000000000000000083e-02,1.283877800000000000e+09,3.167199386571593889e-02
5.249999999999999806e-02,2.587195400000000000e+09,3.374547876113420664e-02
6.600000000000000311e-02,3.169575400000000000e+09,3.272713247169805467e-02
8.799999999999999489e-02,6.265506000000000000e+09,3.382665506539966893e-02
1.100000000000000006e-01,5.068778000000000000e+09,2.987314186766945948e-02
1.350000000000000089e-01,7.697147000000000000e+09,3.062350019041132007e-02
1.600000000000000033e-01,6.425642000000000000e+09,3.040580312804683216e-02
